date,open,high,low,close,volume,average,barCount
2023-08-01 13:00:00-05:00,17476.5,17496.25,17471.25,17480.0,35094.0,17483.64520948127,16332
2023-08-01 13:30:00-05:00,17480.25,17495.5,17467.0,17481.25,27542.0,17482.92754557777,12860
2023-08-01 14:00:00-05:00,17481.75,17499.25,17473.0,17482.25,25176.0,17488.08920519135,11673
2023-08-01 14:30:00-05:00,17482.5,17494.75,17460.0,17463.25,39002.0,17474.86762789241,19045
2023-08-01 15:00:00-05:00,17463.25,17474.0,17445.25,17470.5,15328.0,17459.82428837692,7879
2023-08-01 15:30:00-05:00,17471.25,17472.75,17453.5,17453.75,3507.0,17463.27459560524,1967
2023-08-02 08:30:00-05:00,17298.5,17299.75,17203.5,17226.25,157711.0,17239.74989212553,83709
2023-08-02 09:00:00-05:00,17225.75,17234.5,17140.5,17163.0,110019.0,17179.54893160575,53118
2023-08-02 09:30:00-05:00,17162.5,17177.5,17097.25,17103.25,81224.0,17138.86290876936,40357
2023-08-02 10:00:00-05:00,17103.25,17139.25,17095.5,17118.0,71384.0,17117.66422115854,34152
2023-08-02 10:30:00-05:00,17117.75,17138.0,17054.75,17055.75,74203.0,17094.94739836725,33981
2023-08-02 11:00:00-05:00,17055.75,17062.25,17017.75,17034.0,76879.0,17039.49406059364,34888
2023-08-02 11:30:00-05:00,17034.25,17096.25,17028.0,17091.0,55633.0,17072.28578049163,25851
2023-08-02 12:00:00-05:00,17091.0,17111.75,17083.5,17104.5,42105.0,17099.00495966776,20479
2023-08-02 12:30:00-05:00,17104.75,17123.5,17069.25,17079.25,44529.0,17099.63981619777,21259
2023-08-02 13:00:00-05:00,17079.5,17128.0,17076.5,17109.0,43765.0,17103.33854554654,21794
2023-08-02 13:30:00-05:00,17109.5,17114.75,17084.5,17104.75,34582.0,17099.88823831821,16453
2023-08-02 14:00:00-05:00,17104.75,17121.25,17039.25,17041.75,50360.0,17072.89303456381,23735
2023-08-02 14:30:00-05:00,17041.75,17095.75,17037.0,17078.25,54717.0,17071.87174362423,25831
2023-08-02 15:00:00-05:00,17078.25,17091.5,17066.5,17078.0,15208.0,17079.7384441048,7396
2023-08-02 15:30:00-05:00,17078.0,17083.5,17054.25,17061.25,5175.0,17066.84809629979,2927
2023-08-03 08:30:00-05:00,16957.0,17067.25,16949.0,17042.5,140790.0,17009.51779139396,76825
2023-08-03 09:00:00-05:00,17043.5,17076.75,16953.0,16954.25,123678.0,17015.06588541711,65043
2023-08-03 09:30:00-05:00,16954.5,17038.25,16951.5,17031.0,93612.0,17005.98467679216,45971
2023-08-03 10:00:00-05:00,17030.75,17090.5,17021.0,17071.5,68823.0,17057.18723606048,34538
2023-08-03 10:30:00-05:00,17072.0,17098.0,17052.75,17062.0,57877.0,17071.92694853988,28546
2023-08-03 11:00:00-05:00,17062.0,17094.25,17049.25,17084.75,37779.0,17073.16905914208,18991
2023-08-03 11:30:00-05:00,17084.75,17139.75,17079.75,17122.75,44383.0,17113.85508197847,21006
2023-08-03 12:00:00-05:00,17123.25,17131.0,17099.25,17105.25,38485.0,17114.98678274936,17990
2023-08-03 12:30:00-05:00,17105.75,17112.75,17057.25,17061.25,40338.0,17086.77707085058,19859
2023-08-03 13:00:00-05:00,17061.25,17090.5,17044.5,17077.0,36077.0,17067.73137495024,18341
2023-08-03 13:30:00-05:00,17078.0,17092.25,17057.75,17086.5,33174.0,17078.57914087609,17024
2023-08-03 14:00:00-05:00,17086.5,17087.75,17020.0,17048.0,44994.0,17046.39467505029,22035
2023-08-03 14:30:00-05:00,17048.0,17075.0,17035.25,17038.25,37778.0,17051.55633466386,19560
2023-08-03 15:00:00-05:00,17038.0,17145.5,17016.25,17132.5,39194.0,17106.18159870268,25064
2023-08-03 15:30:00-05:00,17131.75,17171.25,17039.0,17057.25,33645.0,17088.29520603105,21180
2023-08-04 08:30:00-05:00,17126.5,17206.25,17047.25,17057.0,190865.0,17130.9134009153,99836
2023-08-04 09:00:00-05:00,17057.5,17091.5,16995.0,17075.75,140624.0,17046.75350700203,71111
2023-08-04 09:30:00-05:00,17075.75,17145.0,17073.75,17134.0,89884.0,17114.90397537588,45085
2023-08-04 10:00:00-05:00,17134.25,17171.5,17127.25,17160.25,56387.0,17151.25641233349,28254
2023-08-04 10:30:00-05:00,17161.0,17203.25,17139.75,17191.75,58045.0,17175.43616538958,27950
2023-08-04 11:00:00-05:00,17191.75,17215.75,17166.5,17214.25,46022.0,17188.96136972461,21590
2023-08-04 11:30:00-05:00,17214.25,17235.25,17203.5,17218.75,34797.0,17219.26886841821,16141
2023-08-04 12:00:00-05:00,17219.0,17222.5,17149.75,17170.0,48649.0,17184.9038084241,21828
2023-08-04 12:30:00-05:00,17169.75,17191.25,17131.25,17140.75,44545.0,17164.4503871746,20990
2023-08-04 13:00:00-05:00,17140.75,17140.75,17018.75,17028.5,100861.0,17070.35360844376,47368
2023-08-04 13:30:00-05:00,17029.0,17043.75,16956.75,16974.75,93840.0,16996.48943129981,43504
2023-08-04 14:00:00-05:00,16974.75,17013.0,16960.25,16978.75,64559.0,16983.62668595262,31388
2023-08-04 14:30:00-05:00,16978.75,16993.5,16933.0,16957.0,67732.0,16955.52738388516,31764
2023-08-04 15:00:00-05:00,16957.0,16978.25,16955.75,16967.25,15568.0,16965.0226293775,7641
2023-08-04 15:30:00-05:00,16967.0,16971.75,16961.25,16964.5,4661.0,16966.92719896754,2436
2023-08-07 08:30:00-05:00,17040.5,17084.0,16973.75,16988.5,178603.0,17022.82217606638,91179
2023-08-07 09:00:00-05:00,16988.25,17047.0,16955.75,17030.25,109269.0,17005.07379568388,54863
2023-08-07 09:30:00-05:00,17030.0,17051.5,16987.5,16997.0,76754.0,17018.76461476587,40278
2023-08-07 10:00:00-05:00,16996.75,17003.75,16936.25,16959.5,83362.0,16967.31363337711,42836
2023-08-07 10:30:00-05:00,16959.0,17023.0,16930.75,17019.75,64966.0,16976.11881742379,32564
2023-08-07 11:00:00-05:00,17019.5,17033.5,16998.5,17027.5,47781.0,17018.15736069369,22767
2023-08-07 11:30:00-05:00,17028.0,17035.25,16994.0,17030.25,42515.0,17012.7748814175,20849
2023-08-07 12:00:00-05:00,17030.25,17047.75,17020.5,17030.75,35466.0,17033.17309775135,17519
2023-08-07 12:30:00-05:00,17031.25,17056.0,17014.5,17054.25,36840.0,17036.26457302793,18105
2023-08-07 13:00:00-05:00,17054.5,17070.75,17026.25,17034.0,38213.0,17050.92147813385,19031
2023-08-07 13:30:00-05:00,17035.25,17070.5,17033.75,17057.0,32770.0,17056.19354757872,16490
2023-08-07 14:00:00-05:00,17057.75,17074.5,17048.0,17052.75,29805.0,17062.32129321623,15367
2023-08-07 14:30:00-05:00,17052.5,17103.25,17042.25,17098.25,46850.0,17078.24791138217,22873
2023-08-07 15:00:00-05:00,17098.25,17104.25,17089.25,17102.25,10503.0,17098.17688593296,4766
2023-08-07 15:30:00-05:00,17101.75,17108.25,17100.5,17102.75,3845.0,17104.24942665481,1777
2023-08-08 08:30:00-05:00,16980.25,16980.5,16864.0,16886.0,145576.0,16925.55111468548,79801
2023-08-08 09:00:00-05:00,16886.0,16901.25,16831.5,16876.5,115739.0,16861.54101498563,60165
2023-08-08 09:30:00-05:00,16877.0,16887.25,16814.75,16816.75,85562.0,16851.38331050544,43575
2023-08-08 10:00:00-05:00,16817.25,16854.0,16805.25,16848.5,60201.0,16823.83605759451,29868
2023-08-08 10:30:00-05:00,16849.0,16860.25,16800.25,16820.75,54548.0,16829.30134424417,27685
2023-08-08 11:00:00-05:00,16821.0,16870.25,16814.0,16856.75,37535.0,16852.81863831242,18728
2023-08-08 11:30:00-05:00,16857.25,16884.25,16841.0,16863.5,36937.0,16860.87855599779,18835
2023-08-08 12:00:00-05:00,16863.5,16899.0,16851.25,16876.75,45941.0,16875.50785864588,22368
2023-08-08 12:30:00-05:00,16876.5,16898.0,16853.25,16893.25,37099.0,16880.91794037989,18817
2023-08-08 13:00:00-05:00,16893.5,16925.75,16876.75,16906.5,42269.0,16902.44785748463,20817
2023-08-08 13:30:00-05:00,16906.5,16942.5,16889.0,16931.25,35752.0,16912.43994721785,18524
2023-08-08 14:00:00-05:00,16932.0,16938.75,16912.25,16928.75,34534.0,16926.93123757681,17250
2023-08-08 14:30:00-05:00,16929.25,16970.0,16907.0,16948.0,53344.0,16943.68592947755,27068
2023-08-08 15:00:00-05:00,16948.0,16958.5,16942.75,16946.25,11050.0,16950.97297834377,5178
2023-08-08 15:30:00-05:00,16946.25,16950.75,16944.75,16949.0,2601.0,16947.10863424805,1361
2023-08-09 08:30:00-05:00,16960.25,16969.0,16852.25,16869.75,139762.0,16906.11898437557,75568
2023-08-09 09:00:00-05:00,16870.0,16894.25,16845.75,16872.75,91053.0,16872.88562515235,46229
2023-08-09 09:30:00-05:00,16873.0,16882.25,16787.5,16789.5,93999.0,16841.08759373612,46173
2023-08-09 10:00:00-05:00,16789.5,16811.75,16727.0,16750.0,100033.0,16767.25101905,46579
2023-08-09 10:30:00-05:00,16750.5,16775.75,16721.5,16747.0,73723.0,16749.86147061925,34581
2023-08-09 11:00:00-05:00,16746.5,16790.75,16741.5,16778.0,52215.0,16767.83067066436,25464
2023-08-09 11:30:00-05:00,16778.25,16803.0,16768.25,16771.0,41962.0,16788.06327225125,20333
2023-08-09 12:00:00-05:00,16771.0,16841.25,16760.75,16831.75,50091.0,16812.49144742778,23572
2023-08-09 12:30:00-05:00,16831.25,16852.5,16830.5,16835.75,31409.0,16841.66724535048,15443
2023-08-09 13:00:00-05:00,16835.75,16885.5,16827.25,16883.25,43398.0,16863.05915016609,19741
2023-08-09 13:30:00-05:00,16883.5,16899.5,16858.0,16862.0,44465.0,16881.11115758468,20758
2023-08-09 14:00:00-05:00,16862.25,16867.25,16814.75,16836.5,55671.0,16839.21062660392,26637
2023-08-09 14:30:00-05:00,16836.75,16843.75,16746.25,16760.5,79666.0,16788.86374352822,38485
2023-08-09 15:00:00-05:00,16760.75,16795.5,16760.5,16782.5,17018.0,16778.81644887934,7979
2023-08-09 15:30:00-05:00,16782.25,16788.0,16773.0,16786.25,3505.0,16779.94814965023,1878
2023-08-10 08:30:00-05:00,16894.0,17031.25,16863.25,17027.75,164923.0,16945.78371627237,90458
2023-08-10 09:00:00-05:00,17028.0,17049.25,16987.0,17002.25,103004.0,17021.46965563288,53145
2023-08-10 09:30:00-05:00,17002.0,17026.0,16899.25,16928.0,137498.0,16952.84994547598,68180
2023-08-10 10:00:00-05:00,16928.0,16935.0,16849.75,16889.0,111115.0,16887.51492780045,58861
2023-08-10 10:30:00-05:00,16889.5,16921.75,16790.0,16824.25,98117.0,16852.76343339677,50396
2023-08-10 11:00:00-05:00,16824.0,16836.5,16778.0,16820.0,73114.0,16813.48513590954,37863
2023-08-10 11:30:00-05:00,16819.5,16871.25,16781.0,16796.0,67855.0,16831.78556544856,35440
2023-08-10 12:00:00-05:00,16796.75,16821.0,16763.75,16782.25,60388.0,16795.87476781617,32978
2023-08-10 12:30:00-05:00,16782.0,16787.75,16711.75,16721.25,71966.0,16754.60909336542,36081
2023-08-10 13:00:00-05:00,16722.0,16815.25,16717.75,16791.75,63851.0,16778.84405133717,34486
2023-08-10 13:30:00-05:00,16791.75,16834.0,16766.75,16831.25,59740.0,16798.13816935795,32441
2023-08-10 14:00:00-05:00,16831.5,16835.75,16779.75,16788.0,57187.0,16810.06243113904,30617
2023-08-10 14:30:00-05:00,16788.0,16795.25,16753.25,16782.75,55947.0,16775.89058834972,31318
2023-08-10 15:00:00-05:00,16782.5,16797.5,16774.0,16797.0,10845.0,16784.03331340857,5300
2023-08-10 15:30:00-05:00,16797.0,16806.0,16795.5,16801.0,2957.0,16800.51198073104,1679
2023-08-11 08:30:00-05:00,16662.5,16690.5,16619.0,16645.0,118607.0,16647.98079878131,67115
2023-08-11 09:00:00-05:00,16644.75,16753.75,16644.75,16724.25,126684.0,16704.26221028973,67041
2023-08-11 09:30:00-05:00,16723.75,16744.75,16665.0,16673.0,86637.0,16704.01378816929,46252
2023-08-11 10:00:00-05:00,16673.25,16690.75,16622.75,16624.75,70317.0,16650.32700769657,36204
2023-08-11 10:30:00-05:00,16624.75,16655.0,16602.5,16652.5,70879.0,16622.64174249651,34771
2023-08-11 11:00:00-05:00,16652.5,16693.25,16634.5,16651.5,59609.0,16662.88612600767,29072
2023-08-11 11:30:00-05:00,16651.75,16667.5,16618.25,16631.25,41544.0,16638.65116803593,21201
2023-08-11 12:00:00-05:00,16632.25,16679.25,16620.0,16675.75,42831.0,16644.03364731211,21705
2023-08-11 12:30:00-05:00,16675.75,16680.75,16630.5,16655.0,41946.0,16653.25286822619,20855
2023-08-11 13:00:00-05:00,16655.25,16697.25,16649.75,16682.75,45885.0,16672.96102311438,22574
2023-08-11 13:30:00-05:00,16683.0,16713.75,16670.25,16704.25,48025.0,16696.7543417609,23572
2023-08-11 14:00:00-05:00,16703.75,16706.0,16654.25,16690.0,47749.0,16680.71731376365,23936
2023-08-11 14:30:00-05:00,16690.5,16703.0,16650.75,16673.25,48625.0,16674.61717058397,24789
2023-08-11 15:00:00-05:00,16673.25,16689.5,16671.25,16679.0,9381.0,16680.16526460712,4978
2023-08-11 15:30:00-05:00,16678.5,16683.0,16674.75,16675.75,3013.0,16678.84034663144,1518
2023-08-14 08:30:00-05:00,16636.5,16700.5,16601.5,16690.0,129501.0,16655.57147468363,72660
2023-08-14 09:00:00-05:00,16690.5,16752.5,16673.0,16723.25,90099.0,16717.2077630104,46510
2023-08-14 09:30:00-05:00,16723.75,16835.75,16720.75,16815.5,86085.0,16788.20128454038,41981
2023-08-14 10:00:00-05:00,16815.75,16819.75,16777.0,16805.75,59678.0,16795.0742965392,28469
2023-08-14 10:30:00-05:00,16806.0,16834.25,16782.0,16795.75,53233.0,16808.24066892248,25888
2023-08-14 11:00:00-05:00,16796.25,16814.75,16751.75,16771.75,49643.0,16782.76360034854,24075
2023-08-14 11:30:00-05:00,16772.25,16801.0,16758.75,16799.75,38395.0,16782.84640772202,18752
2023-08-14 12:00:00-05:00,16799.75,16833.0,16795.0,16815.25,36301.0,16813.87157031911,16700
2023-08-14 12:30:00-05:00,16816.25,16824.0,16787.25,16807.75,29087.0,16804.90077152547,14369
2023-08-14 13:00:00-05:00,16808.5,16812.75,16775.5,16798.25,36603.0,16792.17603846741,17594
2023-08-14 13:30:00-05:00,16798.0,16807.25,16769.25,16798.25,35419.0,16791.29275981696,17259
2023-08-14 14:00:00-05:00,16798.5,16822.25,16787.75,16808.75,33481.0,16806.6949312842,16818
2023-08-14 14:30:00-05:00,16808.75,16863.5,16803.5,16862.25,46532.0,16832.88966376163,22450
2023-08-14 15:00:00-05:00,16862.25,16868.25,16853.0,16863.0,13436.0,16861.62382235911,6244
2023-08-14 15:30:00-05:00,16862.25,16873.0,16861.0,16870.25,5011.0,16866.61986722572,2258
2023-08-15 08:30:00-05:00,16810.0,16847.75,16754.75,16761.5,153772.0,16798.93864063492,81391
2023-08-15 09:00:00-05:00,16762.25,16763.75,16686.25,16712.25,118873.0,16720.52005794959,58596
2023-08-15 09:30:00-05:00,16712.5,16739.5,16680.75,16711.75,76339.0,16709.14784532503,37271
2023-08-15 10:00:00-05:00,16711.25,16761.5,16710.75,16751.0,62584.0,16743.59571269262,30454
2023-08-15 10:30:00-05:00,16750.75,16778.5,16741.75,16776.75,50052.0,16759.71554806334,23942
2023-08-15 11:00:00-05:00,16777.25,16791.25,16742.25,16764.0,54294.0,16764.02153148429,25929
2023-08-15 11:30:00-05:00,16763.75,16769.25,16725.0,16739.75,41395.0,16744.25817168045,19624
2023-08-15 12:00:00-05:00,16740.25,16765.25,16725.25,16756.0,32315.0,16747.3220444992,16060
2023-08-15 12:30:00-05:00,16756.25,16758.5,16713.25,16733.5,39898.0,16730.31893047803,18808
2023-08-15 13:00:00-05:00,16733.75,16743.75,16715.0,16723.25,27645.0,16730.89858209239,13562
2023-08-15 13:30:00-05:00,16724.0,16756.0,16721.25,16739.5,32473.0,16740.22821283777,15535
2023-08-15 14:00:00-05:00,16739.75,16742.75,16658.25,16659.5,53104.0,16703.15811197666,23894
2023-08-15 14:30:00-05:00,16659.75,16691.75,16645.5,16677.75,75273.0,16665.75678162164,34028
2023-08-15 15:00:00-05:00,16677.75,16690.0,16668.0,16686.75,13720.0,16680.13766214929,6175
2023-08-15 15:30:00-05:00,16686.75,16688.25,16679.5,16683.0,3043.0,16684.58165785937,1529
2023-08-16 08:30:00-05:00,16649.5,16702.5,16617.5,16673.5,126664.0,16661.86483506809,68559
2023-08-16 09:00:00-05:00,16673.5,16721.0,16639.75,16676.0,97200.0,16681.95942436584,50652
2023-08-16 09:30:00-05:00,16676.0,16712.5,16664.5,16702.0,67474.0,16685.9617807507,35501
2023-08-16 10:00:00-05:00,16702.25,16717.75,16660.75,16671.5,54969.0,16686.54143236506,28011
2023-08-16 10:30:00-05:00,16671.0,16672.75,16598.0,16610.5,60626.0,16635.94612716892,30466
2023-08-16 11:00:00-05:00,16610.25,16625.75,16569.5,16573.5,56288.0,16591.45096515246,26786
2023-08-16 11:30:00-05:00,16573.5,16607.75,16568.75,16578.25,35691.0,16590.31926438157,16773
2023-08-16 12:00:00-05:00,16578.5,16594.0,16547.5,16577.25,47218.0,16569.56221609598,21498
2023-08-16 12:30:00-05:00,16576.5,16634.25,16567.5,16616.75,40098.0,16604.23090312617,18562
2023-08-16 13:00:00-05:00,16616.75,16647.0,16543.5,16636.75,83317.0,16598.1307599465,43609
2023-08-16 13:30:00-05:00,16636.25,16657.5,16578.25,16596.0,60049.0,16614.38860760636,30057
2023-08-16 14:00:00-05:00,16595.75,16596.0,16504.5,16524.0,78863.0,16538.59225841455,37371
2023-08-16 14:30:00-05:00,16524.0,16547.5,16493.25,16494.75,62624.0,16520.8990829477,31455
2023-08-16 15:00:00-05:00,16494.75,16505.0,16475.75,16478.5,20698.0,16492.88258825372,9822
2023-08-16 15:30:00-05:00,16478.5,16496.5,16475.0,16493.0,6669.0,16488.3005802545,3186
2023-08-17 08:30:00-05:00,16555.25,16570.25,16459.25,16482.5,129212.0,16508.06394005834,68742
2023-08-17 09:00:00-05:00,16482.75,16499.25,16431.25,16436.75,103501.0,16461.80222074098,51570
2023-08-17 09:30:00-05:00,16436.75,16473.75,16403.5,16440.5,89134.0,16435.74550055268,41821
2023-08-17 10:00:00-05:00,16440.5,16453.25,16409.75,16416.75,72713.0,16431.35670975825,35666
2023-08-17 10:30:00-05:00,16417.5,16460.5,16405.0,16457.25,66273.0,16429.645357373,31645
2023-08-17 11:00:00-05:00,16457.5,16502.75,16423.5,16496.0,56761.0,16462.71310184926,26767
2023-08-17 11:30:00-05:00,16495.75,16509.75,16468.5,16509.0,41001.0,16486.92045736317,19690
2023-08-17 12:00:00-05:00,16509.0,16514.75,16453.0,16456.5,44746.0,16481.6483879183,20980
2023-08-17 12:30:00-05:00,16456.75,16456.75,16407.75,16428.0,48119.0,16429.23132050561,21877
2023-08-17 13:00:00-05:00,16426.75,16432.0,16386.25,16405.5,49293.0,16404.96876007603,22600
2023-08-17 13:30:00-05:00,16405.5,16407.5,16341.0,16354.5,62397.0,16372.48066721414,28216
2023-08-17 14:00:00-05:00,16354.5,16365.75,16289.75,16334.75,78917.0,16323.40349719847,34682
2023-08-17 14:30:00-05:00,16335.25,16351.25,16294.5,16309.75,77247.0,16324.01075127065,35420
2023-08-17 15:00:00-05:00,16309.75,16314.5,16278.0,16291.75,19524.0,16300.74187932284,9241
2023-08-17 15:30:00-05:00,16291.75,16293.75,16273.0,16279.0,7465.0,16283.13151122947,3654
2023-08-18 08:30:00-05:00,16154.5,16227.0,16145.0,16165.0,165330.0,16183.21061389723,88689
2023-08-18 09:00:00-05:00,16164.75,16201.0,16130.0,16163.0,122301.0,16165.93147529778,59180
2023-08-18 09:30:00-05:00,16162.25,16229.75,16158.5,16208.5,89625.0,16201.869875388,43568
2023-08-18 10:00:00-05:00,16209.0,16246.75,16197.75,16198.0,89314.0,16224.69710801059,41134
2023-08-18 10:30:00-05:00,16198.25,16276.5,16173.0,16270.25,73531.0,16219.3146287344,34054
2023-08-18 11:00:00-05:00,16270.0,16286.75,16236.5,16240.75,60555.0,16262.23645065475,27566
2023-08-18 11:30:00-05:00,16241.0,16283.0,16234.75,16245.75,45125.0,16259.47620487209,21819
2023-08-18 12:00:00-05:00,16246.5,16266.75,16193.75,16239.25,60540.0,16231.68052984071,28006
2023-08-18 12:30:00-05:00,16239.75,16268.0,16222.0,16263.25,49392.0,16248.3800168258,23470
2023-08-18 13:00:00-05:00,16263.25,16285.0,16246.5,16272.0,51497.0,16267.97776188268,24254
2023-08-18 13:30:00-05:00,16272.25,16317.25,16268.25,16284.25,58199.0,16297.51239175713,26894
2023-08-18 14:00:00-05:00,16284.5,16296.5,16255.25,16290.75,52227.0,16275.01638862846,24177
2023-08-18 14:30:00-05:00,16290.5,16343.75,16265.25,16285.5,73152.0,16300.93509652762,34481
2023-08-18 15:00:00-05:00,16285.75,16308.0,16280.5,16285.75,16918.0,16291.60546578224,7895
2023-08-18 15:30:00-05:00,16285.5,16288.5,16273.5,16278.75,3952.0,16282.7450768199,1994
2023-08-21 08:30:00-05:00,16350.0,16466.0,16346.75,16465.75,129937.0,16408.88830908741,68933
2023-08-21 09:00:00-05:00,16466.0,16486.75,16369.75,16374.5,113477.0,16434.7242096131,55273
2023-08-21 09:30:00-05:00,16375.0,16415.5,16363.75,16374.25,88151.0,16389.37337140401,43960
2023-08-21 10:00:00-05:00,16374.25,16403.75,16333.25,16353.25,80888.0,16364.00671266138,38977
2023-08-21 10:30:00-05:00,16353.25,16379.75,16327.75,16351.75,61042.0,16353.76620080771,29479
2023-08-21 11:00:00-05:00,16351.75,16426.75,16347.75,16424.0,55040.0,16386.72353545266,26254
2023-08-21 11:30:00-05:00,16424.25,16456.25,16413.5,16452.25,44085.0,16433.39929163742,20689
2023-08-21 12:00:00-05:00,16452.75,16503.25,16434.75,16487.0,51946.0,16466.02539678845,23580
2023-08-21 12:30:00-05:00,16487.25,16522.5,16482.5,16500.5,49944.0,16503.89596892653,22076
2023-08-21 13:00:00-05:00,16500.75,16534.5,16493.75,16514.75,43114.0,16515.26818155108,19635
2023-08-21 13:30:00-05:00,16515.5,16556.0,16509.0,16540.0,40221.0,16535.39037330666,18641
2023-08-21 14:00:00-05:00,16541.0,16567.75,16539.5,16550.25,43462.0,16554.16004462874,19427
2023-08-21 14:30:00-05:00,16550.5,16576.75,16535.75,16547.75,52828.0,16557.72076168837,24870
2023-08-21 15:00:00-05:00,16547.0,16547.5,16520.0,16528.75,17322.0,16531.16719725919,7490
2023-08-21 15:30:00-05:00,16528.25,16532.25,16526.5,16530.75,4087.0,16529.34543504264,1897
2023-08-22 08:30:00-05:00,16662.75,16663.25,16558.75,16566.5,157411.0,16607.7916201858,80004
2023-08-22 09:00:00-05:00,16566.75,16624.25,16561.25,16574.25,111103.0,16590.78850616462,54873
2023-08-22 09:30:00-05:00,16574.25,16618.5,16527.5,16613.75,100655.0,16564.42815894023,47419
2023-08-22 10:00:00-05:00,16614.0,16622.5,16568.5,16583.75,74384.0,16596.94385425995,37184
2023-08-22 10:30:00-05:00,16584.75,16601.75,16531.0,16544.0,64138.0,16566.22231869896,31353
2023-08-22 11:00:00-05:00,16544.25,16549.5,16487.75,16520.25,63827.0,16516.06865282805,29782
2023-08-22 11:30:00-05:00,16520.0,16558.75,16507.25,16532.25,47742.0,16538.31623383628,22260
2023-08-22 12:00:00-05:00,16532.5,16541.0,16490.0,16518.25,57963.0,16510.74137846752,27397
2023-08-22 12:30:00-05:00,16518.5,16527.0,16485.25,16516.5,43694.0,16508.17434988965,21761
2023-08-22 13:00:00-05:00,16516.5,16543.0,16494.5,16539.5,41455.0,16513.91566111758,20056
2023-08-22 13:30:00-05:00,16539.5,16551.25,16510.25,16533.0,38053.0,16529.12461538003,18856
2023-08-22 14:00:00-05:00,16533.0,16573.0,16519.75,16528.25,44575.0,16547.03861050948,21630
2023-08-22 14:30:00-05:00,16528.25,16530.25,16487.0,16517.5,49762.0,16507.15305895006,24962
2023-08-22 15:00:00-05:00,16517.75,16526.5,16513.5,16515.75,8828.0,16520.20902150204,4120
2023-08-22 15:30:00-05:00,16515.5,16523.5,16514.0,16521.0,4245.0,16519.38094776724,2470
2023-08-23 08:30:00-05:00,16570.75,16678.0,16560.75,16665.0,133598.0,16611.04871020934,71611
2023-08-23 09:00:00-05:00,16664.5,16721.5,16652.25,16702.0,103300.0,16686.62423973854,51758
2023-08-23 09:30:00-05:00,16702.0,16764.25,16698.75,16757.75,71499.0,16733.93485245331,34799
2023-08-23 10:00:00-05:00,16757.75,16780.0,16745.0,16770.75,54640.0,16762.22737172556,26792
2023-08-23 10:30:00-05:00,16770.75,16789.0,16748.5,16782.5,49989.0,16769.0175763509,23660
2023-08-23 11:00:00-05:00,16782.5,16784.25,16746.75,16755.25,34528.0,16761.06806849685,16641
2023-08-23 11:30:00-05:00,16755.25,16784.75,16748.5,16757.75,30900.0,16768.54833456785,14324
2023-08-23 12:00:00-05:00,16758.0,16809.5,16752.0,16805.5,38228.0,16787.12478868514,17414
