Capitale Iniziale,Capitale Finale,Profitto Totale,Rendimento Totale (%),Numero di Trade,Trade Vincenti,Trade Perdenti,Win Rate (%),Media Trade Vincenti,Massimo Trade Vincente,Media Trade Perdenti,Massima Perdita,Profit Factor,Uscite SL,Uscite TP,Uscite EOD,Trade LONG,Trade SHORT,R:R Medio,Commissioni Totali,Max Drawdown (%),Sharpe Ratio,Buy & Hold Return (%),Capitale finale Buy & Hold,Excess Return vs Buy & Hold (%)
"$50,000.00","$312,487.81","$262,487.81",524.98,861,177,684,20.56,"$3,432.40","$13,153.38",$-504.46,$-524.77,1.76,681 (79.1%),0 (0.0%),180 (20.9%),456 (53.0%),405 (47.0%),0.62,"$5,538.76",-21.84,1.86,395.89,$247943.99,129.09
