entry_price,exit_price,stop_loss,direction,exit_reason,position_size,pnl,R:R,commission,entry_time,date,ATR
99.62,99.37703571428573,99.37703571428573,LONG,SL,2057,-506.977035714273,1.0,7.1995000000000005,2016-02-16 09:35:00-05:00,2016-02-16 09:30:00-05:00,2.429642857142855
101.19,100.94610714285714,100.94610714285714,LONG,SL,2050,-507.15535714284937,1.0,7.175,2016-02-17 09:35:00-05:00,2016-02-17 09:30:00-05:00,2.438928571428569
102.4,101.34,102.64146428571429,SHORT,EOD,2070,2186.955000000005,4.389883153379671,7.245,2016-02-18 09:35:00-05:00,2016-02-18 09:30:00-05:00,2.4146428571428555
101.2,100.96132142857144,100.96132142857144,LONG,SL,2094,-507.12192857141525,1.0,7.329,2016-02-19 09:55:00-05:00,2016-02-19 09:30:00-05:00,2.3867857142857125
102.62,103.27,102.38778571428571,LONG,EOD,2153,1391.9144999999817,2.799138726545564,7.5355,2016-02-22 09:35:00-05:00,2016-02-22 09:30:00-05:00,2.3221428571428553
102.78,102.54957142857143,102.54957142857143,LONG,SL,2169,-507.39107142858006,1.0,7.5915,2016-02-23 09:35:00-05:00,2016-02-23 09:30:00-05:00,2.3042857142857125
100.18,100.40778571428572,100.40778571428572,SHORT,SL,2195,-507.67214285714624,1.0,7.6825,2016-02-24 09:35:00-05:00,2016-02-24 09:30:00-05:00,2.277857142857141
102.91,102.68249999999999,102.68249999999999,LONG,SL,2197,-507.50700000001376,1.0,7.6895,2016-02-25 09:35:00-05:00,2016-02-25 09:30:00-05:00,2.2749999999999986
104.07,103.4,104.29310714285714,SHORT,EOD,2241,1493.626499999972,3.003041459900662,7.843500000000001,2016-02-26 09:40:00-05:00,2016-02-26 09:30:00-05:00,2.2310714285714264
103.445,103.24694714285714,103.24694714285714,LONG,SL,2524,-508.7194114285661,1.0,8.834,2016-02-29 09:35:00-05:00,2016-02-29 09:30:00-05:00,1.9805285714285696
103.34,103.53348142857143,103.53348142857143,SHORT,SL,2584,-509.00001142857775,1.0,9.044,2016-03-01 09:35:00-05:00,2016-03-01 09:30:00-05:00,1.9348142857142838
105.76,105.56409000000001,105.56409000000001,LONG,SL,2552,-508.8943199999944,1.0,8.932,2016-03-02 09:35:00-05:00,2016-03-02 09:30:00-05:00,1.9590999999999983
105.48,105.62,105.6671242857143,SHORT,EOD,2672,-383.4320000000015,0.7481658485193035,9.352,2016-03-03 09:40:00-05:00,2016-03-03 09:30:00-05:00,1.8712428571428552
105.36,105.53773142857143,105.53773142857143,SHORT,SL,2813,-509.8040085714438,1.0,9.8455,2016-03-04 09:35:00-05:00,2016-03-04 09:30:00-05:00,1.777314285714284
104.97,105.14173142857143,105.14173142857143,SHORT,SL,2911,-510.09868857144363,1.0,10.1885,2016-03-07 09:50:00-05:00,2016-03-07 09:30:00-05:00,1.7173142857142838
104.07,104.23887428571427,104.23887428571427,SHORT,SL,2960,-510.2278857142727,1.0,10.36,2016-03-08 09:40:00-05:00,2016-03-08 09:30:00-05:00,1.6887428571428547
104.41,104.57390142857143,104.57390142857143,SHORT,SL,3050,-510.57435714287766,1.0,10.675,2016-03-09 09:35:00-05:00,2016-03-09 09:30:00-05:00,1.639014285714284
105.465,105.30652714285715,105.30652714285715,LONG,SL,3155,-511.024364285705,1.0,11.0425,2016-03-10 09:35:00-05:00,2016-03-10 09:30:00-05:00,1.5847285714285704
105.55,105.71129428571429,105.71129428571429,SHORT,SL,3099,-510.6974914285883,1.0,10.8465,2016-03-11 10:05:00-05:00,2016-03-11 09:30:00-05:00,1.612942857142856
106.22,106.64,106.05442071428571,LONG,EOD,3019,1257.4135000000053,2.536549171523343,10.5665,2016-03-14 09:35:00-04:00,2016-03-14 09:30:00-04:00,1.6557928571428562
106.24,106.401365,106.401365,SHORT,SL,3098,-510.75177000001094,1.0,10.843,2016-03-15 09:35:00-04:00,2016-03-15 09:30:00-04:00,1.6136499999999998
106.535,107.58,106.38870642857142,LONG,EOD,3417,3558.805500000006,7.143171021087717,11.9595,2016-03-16 09:35:00-04:00,2016-03-16 09:30:00-04:00,1.4629357142857131
107.48,107.33506357142858,107.33506357142858,LONG,SL,3449,-511.9572421428509,1.0,12.0715,2016-03-17 09:35:00-04:00,2016-03-17 09:30:00-04:00,1.4493642857142848
107.34,107.48291928571429,107.48291928571429,SHORT,SL,3498,-512.1746614285695,1.0,12.243,2016-03-18 09:35:00-04:00,2016-03-18 09:30:00-04:00,1.4291928571428554
107.38,107.24675928571428,107.24675928571428,LONG,SL,3752,-513.0511600000186,1.0,13.132,2016-03-21 09:35:00-04:00,2016-03-21 09:30:00-04:00,1.332407142857143
107.359,108.09,107.23904499999999,LONG,EOD,4168,3032.220000000036,6.093951898628498,14.588000000000001,2016-03-22 09:35:00-04:00,2016-03-22 09:30:00-04:00,1.199549999999999
107.73,107.852205,107.852205,SHORT,SL,4091,-514.2591549999751,1.0,14.3185,2016-03-23 09:40:00-04:00,2016-03-23 09:30:00-04:00,1.2220499999999999
107.29,107.40934785714286,107.40934785714286,SHORT,SL,4189,-514.6096735714225,1.0,14.6615,2016-03-28 09:35:00-04:00,2016-03-28 09:30:00-04:00,1.193478571428573
109.34,109.46014214285715,109.46014214285715,SHORT,SL,4161,-514.4749564285922,1.0,14.5635,2016-03-30 11:30:00-04:00,2016-03-30 09:30:00-04:00,1.20142142857143
109.4,109.27728642857143,109.27728642857143,LONG,SL,4074,-514.1940900000208,1.0,14.259,2016-03-31 09:45:00-04:00,2016-03-31 09:30:00-04:00,1.2271357142857156
108.45,108.55364285714286,108.55364285714286,SHORT,SL,4824,-516.8571428571504,1.0,16.884,2016-04-01 09:35:00-04:00,2016-04-01 09:30:00-04:00,1.0364285714285728
110.19,110.30064285714286,110.30064285714286,SHORT,SL,4519,-515.811571428601,1.0,15.8165,2016-04-04 09:35:00-04:00,2016-04-04 09:30:00-04:00,1.106428571428573
109.06,109.16989285714286,109.16989285714286,SHORT,SL,4549,-515.8241071428384,1.0,15.9215,2016-04-05 09:35:00-04:00,2016-04-05 09:30:00-04:00,1.0989285714285728
109.23,109.11760714285715,109.11760714285715,LONG,SL,4448,-515.4914285714001,1.0,15.568,2016-04-06 09:35:00-04:00,2016-04-06 09:30:00-04:00,1.1239285714285734
110.1362,110.02173571428571,110.02173571428571,LONG,SL,4368,-515.2680000000241,1.0,15.288,2016-04-07 09:35:00-04:00,2016-04-07 09:30:00-04:00,1.1446428571428586
109.601,109.72371428571428,109.72371428571428,SHORT,SL,4074,-514.1969999999803,1.0,14.259,2016-04-08 09:35:00-04:00,2016-04-08 09:30:00-04:00,1.2271428571428598
109.33,109.45678571428572,109.45678571428572,SHORT,SL,3943,-513.7165714285811,1.0,13.8005,2016-04-11 09:40:00-04:00,2016-04-11 09:30:00-04:00,1.2678571428571448
108.46,108.59153571428571,108.59153571428571,SHORT,SL,3801,-513.2707500000145,1.0,13.3035,2016-04-12 09:35:00-04:00,2016-04-12 09:30:00-04:00,1.3153571428571453
110.79,110.9325,110.9325,SHORT,SL,3508,-512.167999999994,1.0,12.278,2016-04-15 09:35:00-04:00,2016-04-15 09:30:00-04:00,1.4250000000000003
110.41,111.22,110.26724999999999,LONG,EOD,3502,2824.363000000008,5.674255691768581,12.257,2016-04-18 09:35:00-04:00,2016-04-18 09:30:00-04:00,1.4275000000000009
111.0699,110.53,111.20207857142857,SHORT,EOD,3782,2028.664800000011,4.0846257768172,13.237,2016-04-19 09:35:00-04:00,2016-04-19 09:30:00-04:00,1.321785714285715
110.38,110.51682142857142,110.51682142857142,SHORT,SL,3654,-512.73449999998,1.0,12.789,2016-04-20 09:35:00-04:00,2016-04-20 09:30:00-04:00,1.3682142857142858
110.65,110.51089285714286,110.51089285714286,LONG,SL,3594,-512.530071428569,1.0,12.579,2016-04-21 10:35:00-04:00,2016-04-21 09:30:00-04:00,1.3910714285714292
109.56,109.42882142857142,109.42882142857142,LONG,SL,3811,-513.2600357143092,1.0,13.3385,2016-04-22 09:35:00-04:00,2016-04-22 09:30:00-04:00,1.3117857142857139
108.81,108.66914285714286,108.66914285714286,LONG,SL,3549,-512.3235000000021,1.0,12.4215,2016-04-25 09:35:00-04:00,2016-04-25 09:30:00-04:00,1.4085714285714286
108.97,109.10864285714285,109.10864285714285,SHORT,SL,3606,-512.5671428571362,1.0,12.621,2016-04-26 09:40:00-04:00,2016-04-26 09:30:00-04:00,1.3864285714285711
107.71,107.57771428571428,107.57771428571428,LONG,SL,3779,-513.1342142857153,1.0,13.2265,2016-04-27 09:35:00-04:00,2016-04-27 09:30:00-04:00,1.3228571428571416
107.56,107.69346428571428,107.69346428571428,SHORT,SL,3746,-513.0682142857022,1.0,13.111,2016-04-28 13:10:00-04:00,2016-04-28 09:30:00-04:00,1.3346428571428564
106.41,106.27040714285714,106.27040714285714,LONG,SL,3581,-512.415521428576,1.0,12.5335,2016-04-29 09:35:00-04:00,2016-04-29 09:30:00-04:00,1.395928571428571
105.63,105.77087857142857,105.77087857142857,SHORT,SL,3549,-512.3995500000046,1.0,12.4215,2016-05-02 09:35:00-04:00,2016-05-02 09:30:00-04:00,1.4087857142857143
106.14,106.00688928571428,106.00688928571428,LONG,SL,3756,-513.1098428571667,1.0,13.146,2016-05-03 09:35:00-04:00,2016-05-03 09:30:00-04:00,1.3311071428571444
105.3,105.16410357142857,105.16410357142857,LONG,SL,3679,-512.8394607142833,1.0,12.8765,2016-05-04 09:55:00-04:00,2016-05-04 09:30:00-04:00,1.3589642857142863
105.301,105.43410928571429,105.43410928571429,SHORT,SL,3756,-513.1044771428487,1.0,13.146,2016-05-05 09:35:00-04:00,2016-05-05 09:30:00-04:00,1.3310928571428582
104.76,104.62578357142857,104.62578357142857,LONG,SL,3725,-512.9936964285941,1.0,13.0375,2016-05-06 09:35:00-04:00,2016-05-06 09:30:00-04:00,1.342164285714286
105.8137,105.86,105.67816214285715,LONG,EOD,3689,157.88920000000823,0.3416019773073754,12.9115,2016-05-09 09:35:00-04:00,2016-05-09 09:30:00-04:00,1.3553785714285707
106.33,106.19967642857142,106.19967642857142,LONG,SL,3836,-513.3472200000183,1.0,13.426,2016-05-10 09:35:00-04:00,2016-05-10 09:30:00-04:00,1.3032357142857134
106.52,105.22390714285719,106.64960928571428,SHORT,TP,3857,4985.530649999818,10.0,13.499500000000001,2016-05-12 09:35:00-04:00,2016-05-12 09:30:00-04:00,1.2960928571428556
106.1,105.97042642857143,105.97042642857143,LONG,SL,3858,-513.3978385714058,1.0,13.503,2016-05-13 09:35:00-04:00,2016-05-13 09:30:00-04:00,1.295735714285713
105.76,107.09994999999999,105.626005,LONG,TP,3731,4986.294949999953,10.0,13.0585,2016-05-16 09:35:00-04:00,2016-05-16 09:30:00-04:00,1.3399499999999986
105.47,105.332505,105.332505,LONG,SL,3636,-512.6578200000046,1.0,12.726,2016-05-18 09:35:00-04:00,2016-05-18 09:30:00-04:00,1.3749499999999983
105.595,105.46374071428572,105.46374071428572,LONG,SL,3809,-513.2981192856884,1.0,13.3315,2016-05-19 09:35:00-04:00,2016-05-19 09:30:00-04:00,1.3125928571428551
105.91,106.46,105.78091928571428,LONG,EOD,3873,2116.5944999999892,4.26089987991987,13.5555,2016-05-20 09:35:00-04:00,2016-05-20 09:30:00-04:00,1.2908071428571393
106.76,106.63090214285715,106.63090214285715,LONG,SL,3873,-513.5515007142677,1.0,13.5555,2016-05-23 09:35:00-04:00,2016-05-23 09:30:00-04:00,1.2909785714285675
107.11,108.36534999999999,106.984465,LONG,TP,3982,4984.866699999971,10.0,13.937000000000001,2016-05-24 09:35:00-04:00,2016-05-24 09:30:00-04:00,1.255349999999996
108.98,109.25,108.84304285714286,LONG,EOD,3650,972.7249999999855,1.9714196307499587,12.775,2016-05-25 09:50:00-04:00,2016-05-25 09:30:00-04:00,1.3695714285714249
109.5,109.36111428571428,109.36111428571428,LONG,SL,3600,-512.5885714285938,1.0,12.6,2016-05-26 10:30:00-04:00,2016-05-26 09:30:00-04:00,1.388857142857139
109.75,110.12,109.61532857142858,LONG,EOD,3712,1360.448000000017,2.7474276015701107,12.992,2016-05-27 09:35:00-04:00,2016-05-27 09:30:00-04:00,1.3467142857142826
110.18,110.31152857142858,110.31152857142858,SHORT,SL,3801,-513.2436000000135,1.0,13.3035,2016-05-31 10:40:00-04:00,2016-05-31 09:30:00-04:00,1.3152857142857113
110.11,109.98264071428571,109.98264071428571,LONG,SL,3925,-513.6226964285944,1.0,13.7375,2016-06-01 09:45:00-04:00,2016-06-01 09:30:00-04:00,1.2735928571428548
110.0,110.12400214285714,110.12400214285714,SHORT,SL,4032,-514.0886399999753,1.0,14.112,2016-06-02 09:35:00-04:00,2016-06-02 09:30:00-04:00,1.2400214285714262
110.21,110.06,110.3301807142857,SHORT,EOD,4160,609.4399999999646,1.2481203901267552,14.56,2016-06-03 09:35:00-04:00,2016-06-03 09:30:00-04:00,1.2018071428571406
110.13,110.25040214285714,110.25040214285714,SHORT,SL,4152,-514.4416971428666,1.0,14.532,2016-06-06 09:35:00-04:00,2016-06-06 09:30:00-04:00,1.2040214285714268
110.43,110.54354500000001,110.54354500000001,SHORT,SL,4403,-515.3491350000088,1.0,15.4105,2016-06-07 09:35:00-04:00,2016-06-07 09:30:00-04:00,1.1354499999999987
110.33,110.43397357142857,110.43397357142857,SHORT,SL,4808,-516.7329314285565,1.0,16.828,2016-06-08 09:35:00-04:00,2016-06-08 09:30:00-04:00,1.0397357142857129
109.86,109.95758071428571,109.95758071428571,SHORT,SL,5123,-517.8364992857033,1.0,17.930500000000002,2016-06-09 12:10:00-04:00,2016-06-09 09:30:00-04:00,0.9758071428571417
109.31,109.21866928571428,109.21866928571428,LONG,SL,5474,-519.1033300000194,1.0,19.159,2016-06-10 10:30:00-04:00,2016-06-10 09:30:00-04:00,0.9133071428571427
108.56,108.46588357142858,108.46588357142858,LONG,SL,5312,-518.5384685714101,1.0,18.592,2016-06-13 09:45:00-04:00,2016-06-13 09:30:00-04:00,0.9411642857142856
108.17,108.07791928571429,108.07791928571429,LONG,SL,5430,-519.0032785714286,1.0,19.005,2016-06-14 09:35:00-04:00,2016-06-14 09:30:00-04:00,0.9208071428571429
108.14,108.22662357142858,108.22662357142858,SHORT,SL,5772,-520.1932542857351,1.0,20.202,2016-06-15 09:35:00-04:00,2016-06-15 09:30:00-04:00,0.8662357142857157
107.12,107.20672357142858,107.20672357142858,SHORT,SL,5765,-520.1388892857541,1.0,20.177500000000002,2016-06-16 09:35:00-04:00,2016-06-16 09:30:00-04:00,0.8672357142857153
107.12,106.52,107.21358071428573,SHORT,EOD,5342,3186.5030000000456,6.4115774770438625,18.697,2016-06-17 09:35:00-04:00,2016-06-17 09:30:00-04:00,0.9358071428571445
107.91,107.80741928571429,107.80741928571429,LONG,SL,4874,-517.0374014285387,1.0,17.059,2016-06-20 09:35:00-04:00,2016-06-20 09:30:00-04:00,1.025807142857145
107.4625,107.35282142857143,107.35282142857143,LONG,SL,4558,-515.8679285714421,1.0,15.953000000000001,2016-06-21 09:35:00-04:00,2016-06-21 09:30:00-04:00,1.0967857142857156
107.47,107.57914285714286,107.57914285714286,SHORT,SL,4581,-516.0169285714258,1.0,16.0335,2016-06-22 09:35:00-04:00,2016-06-22 09:30:00-04:00,1.0914285714285736
107.88,107.98785714285714,107.98785714285714,SHORT,SL,4635,-516.1403571428541,1.0,16.2225,2016-06-23 09:35:00-04:00,2016-06-23 09:30:00-04:00,1.0785714285714303
105.26,106.37071428571436,105.14892857142857,LONG,TP,4501,4983.5715000002965,10.0,15.7535,2016-06-24 09:35:00-04:00,2016-06-24 09:30:00-04:00,1.1107142857142887
103.24,101.84214285714292,103.3797857142857,SHORT,TP,3576,4986.221142856909,10.0,12.516,2016-06-27 09:35:00-04:00,2016-06-27 09:30:00-04:00,1.3978571428571454
103.5,104.46,103.34521428571429,LONG,EOD,3230,3089.49499999998,6.2021227503463,11.305,2016-06-28 09:35:00-04:00,2016-06-28 09:30:00-04:00,1.547857142857145
105.499,106.29,105.33321428571428,LONG,EOD,3015,2374.3125000000337,4.771219302024943,10.5525,2016-06-29 09:35:00-04:00,2016-06-29 09:30:00-04:00,1.6578571428571454
106.63,106.45928571428571,106.45928571428571,LONG,SL,2928,-510.09942857141976,1.0,10.248,2016-06-30 09:35:00-04:00,2016-06-30 09:30:00-04:00,1.7071428571428595
107.64,108.05,107.46478571428571,LONG,EOD,2853,1159.7444999999902,2.3399918467182275,9.9855,2016-07-01 09:35:00-04:00,2016-07-01 09:30:00-04:00,1.7521428571428592
107.4941,107.43,107.66924285714286,SHORT,EOD,2854,172.95239999998935,0.3659869494290123,9.989,2016-07-05 09:35:00-04:00,2016-07-05 09:30:00-04:00,1.7514285714285731
106.75,106.92539285714285,106.92539285714285,SHORT,SL,2850,-509.8446428571315,1.0,9.975,2016-07-06 09:35:00-04:00,2016-07-06 09:30:00-04:00,1.753928571428572
108.59,108.40832142857143,108.40832142857143,LONG,SL,2752,-509.61142857144426,1.0,9.632,2016-07-07 09:35:00-04:00,2016-07-07 09:30:00-04:00,1.8167857142857156
109.031,109.20296428571429,109.20296428571429,SHORT,SL,2907,-510.07467857141654,1.0,10.1745,2016-07-08 09:35:00-04:00,2016-07-08 09:30:00-04:00,1.7196428571428584
110.92,110.74903571428571,110.74903571428571,LONG,SL,2924,-510.1335714285869,1.0,10.234,2016-07-11 09:35:00-04:00,2016-07-11 09:30:00-04:00,1.7096428571428572
111.69,111.51992857142857,111.51992857142857,LONG,SL,2939,-510.12642857144056,1.0,10.2865,2016-07-12 09:35:00-04:00,2016-07-12 09:30:00-04:00,1.7007142857142858
111.46,111.63182142857143,111.63182142857143,SHORT,SL,2909,-510.01003571430124,1.0,10.1815,2016-07-13 09:35:00-04:00,2016-07-13 09:30:00-04:00,1.7182142857142852
111.88,112.04603571428571,112.04603571428571,SHORT,SL,3011,-510.4720357142797,1.0,10.5385,2016-07-14 09:35:00-04:00,2016-07-14 09:30:00-04:00,1.6603571428571422
111.85,111.98096428571428,111.98096428571428,SHORT,SL,3817,-513.250178571425,1.0,13.3595,2016-07-18 09:45:00-04:00,2016-07-18 09:30:00-04:00,1.3096428571428558
112.31,112.19275,112.19275,LONG,SL,4264,-514.8779999999937,1.0,14.924,2016-07-19 09:35:00-04:00,2016-07-19 09:30:00-04:00,1.1724999999999983
112.6107,112.7180857142857,112.7180857142857,SHORT,SL,4656,-516.283885714276,1.0,16.296,2016-07-20 09:35:00-04:00,2016-07-20 09:30:00-04:00,1.0738571428571402
113.42,113.52903571428571,113.52903571428571,SHORT,SL,4585,-515.976249999981,1.0,16.0475,2016-07-21 10:25:00-04:00,2016-07-21 09:30:00-04:00,1.09035714285714
113.03,113.13475,113.13475,SHORT,SL,4773,-516.6772499999794,1.0,16.7055,2016-07-22 09:35:00-04:00,2016-07-22 09:30:00-04:00,1.0474999999999963
113.7198,113.6219142857143,113.6219142857143,LONG,SL,5107,-517.7768428571183,1.0,17.8745,2016-07-26 09:35:00-04:00,2016-07-26 09:30:00-04:00,0.9788571428571393
114.62,114.71217142857144,114.71217142857144,SHORT,SL,5424,-518.9218285714527,1.0,18.984,2016-07-27 09:35:00-04:00,2016-07-27 09:30:00-04:00,0.9217142857142824
114.9425,114.85082857142856,114.85082857142856,LONG,SL,5454,-519.0649714285826,1.0,19.089,2016-07-28 10:05:00-04:00,2016-07-28 09:30:00-04:00,0.9167142857142829
115.4,115.31540000000001,115.31540000000001,LONG,SL,5910,-520.6709999999686,1.0,20.685,2016-07-29 11:00:00-04:00,2016-07-29 09:30:00-04:00,0.8459999999999965
115.25,115.33163571428571,115.33163571428571,SHORT,SL,6124,-521.3711142856882,1.0,21.434,2016-08-01 09:35:00-04:00,2016-08-01 09:30:00-04:00,0.81635714285714
115.41,114.55721428571425,115.49527857142857,SHORT,TP,5863,4979.362142857319,10.0,20.520500000000002,2016-08-02 09:35:00-04:00,2016-08-02 09:30:00-04:00,0.8527857142857107
115.26,115.34956071428572,115.34956071428572,SHORT,SL,5582,-519.4649071428345,1.0,19.537,2016-08-04 09:55:00-04:00,2016-08-04 09:30:00-04:00,0.8956071428571397
116.36,116.78,116.27086785714286,LONG,EOD,5609,2336.14850000001,4.7121048202911355,19.6315,2016-08-05 09:35:00-04:00,2016-08-05 09:30:00-04:00,0.8913214285714263
116.72,116.81220357142857,116.81220357142857,SHORT,SL,5422,-518.9047642857056,1.0,18.977,2016-08-08 09:35:00-04:00,2016-08-08 09:30:00-04:00,0.9220357142857125
116.87,116.7809392857143,116.7809392857143,LONG,SL,5614,-519.6358499999637,1.0,19.649,2016-08-09 09:35:00-04:00,2016-08-09 09:30:00-04:00,0.8906071428571423
116.9,116.98613214285714,116.98613214285714,SHORT,SL,5805,-520.31458928569,1.0,20.3175,2016-08-10 09:35:00-04:00,2016-08-10 09:30:00-04:00,0.8613214285714272
117.22,117.13501071428571,117.13501071428571,LONG,SL,5883,-520.5824678571457,1.0,20.5905,2016-08-11 09:35:00-04:00,2016-08-11 09:30:00-04:00,0.849892857142856
117.02,116.93586071428571,116.93586071428571,LONG,SL,5942,-520.7526357142899,1.0,20.797,2016-08-12 09:35:00-04:00,2016-08-12 09:30:00-04:00,0.841392857142856
117.44,117.71,117.35578928571428,LONG,EOD,5937,1582.2104999999763,3.206242843207775,20.7795,2016-08-15 09:35:00-04:00,2016-08-15 09:30:00-04:00,0.8421071428571411
117.33,117.41058571428572,117.41058571428572,SHORT,SL,6204,-521.6677714285934,1.0,21.714000000000002,2016-08-16 09:35:00-04:00,2016-08-16 09:30:00-04:00,0.8058571428571406
116.89,116.96987142857142,116.96987142857142,SHORT,SL,6260,-521.9051428571055,1.0,21.91,2016-08-17 09:35:00-04:00,2016-08-17 09:30:00-04:00,0.7987142857142828
117.34,117.25898571428571,117.25898571428571,LONG,SL,6171,-521.537657142879,1.0,21.5985,2016-08-18 10:00:00-04:00,2016-08-18 09:30:00-04:00,0.8101428571428541
116.92,116.99990714285714,116.99990714285714,SHORT,SL,6257,-521.8784928571129,1.0,21.8995,2016-08-19 09:35:00-04:00,2016-08-19 09:30:00-04:00,0.7990714285714253
116.9,116.97805000000001,116.97805000000001,SHORT,SL,6406,-522.4093000000296,1.0,22.421,2016-08-22 09:35:00-04:00,2016-08-22 09:30:00-04:00,0.7804999999999964
117.75,117.82183571428571,117.82183571428571,SHORT,SL,6960,-524.3365714285525,1.0,24.36,2016-08-23 11:05:00-04:00,2016-08-23 09:30:00-04:00,0.7183571428571389
117.57,117.49719999999999,117.49719999999999,LONG,SL,6868,-524.028400000006,1.0,24.038,2016-08-24 09:35:00-04:00,2016-08-24 09:30:00-04:00,0.7279999999999964
116.39,116.46294285714286,116.46294285714286,SHORT,SL,6854,-523.9393428571813,1.0,23.989,2016-08-25 09:35:00-04:00,2016-08-25 09:30:00-04:00,0.7294285714285687
116.88,116.80919999999999,116.80919999999999,LONG,SL,7062,-524.706600000039,1.0,24.717,2016-08-26 09:35:00-04:00,2016-08-26 09:30:00-04:00,0.7079999999999964
116.95,116.87312857142858,116.87312857142858,LONG,SL,6504,-522.7357714285318,1.0,22.764,2016-08-29 09:35:00-04:00,2016-08-29 09:30:00-04:00,0.7687142857142827
117.04,116.96397857142858,116.96397857142858,LONG,SL,6577,-523.0124357142471,1.0,23.0195,2016-08-30 09:35:00-04:00,2016-08-30 09:30:00-04:00,0.7602142857142827
116.29,116.36645,116.36645,SHORT,SL,6540,-522.8729999999616,1.0,22.89,2016-08-31 09:35:00-04:00,2016-08-31 09:30:00-04:00,0.7644999999999982
116.7,116.62333571428572,116.62333571428572,LONG,SL,6521,-522.7513071428652,1.0,22.8235,2016-09-01 09:35:00-04:00,2016-09-01 09:30:00-04:00,0.7666428571428544
117.25,117.32978928571428,117.32978928571428,SHORT,SL,6266,-521.8906642857044,1.0,21.931,2016-09-02 09:35:00-04:00,2016-09-02 09:30:00-04:00,0.7978928571428554
117.13,117.20978928571428,117.20978928571428,SHORT,SL,6266,-521.8906642857044,1.0,21.931,2016-09-06 10:20:00-04:00,2016-09-06 09:30:00-04:00,0.7978928571428554
117.85,117.93214642857143,117.93214642857143,SHORT,SL,6086,-521.2441642857484,1.0,21.301000000000002,2016-09-07 09:50:00-04:00,2016-09-07 09:30:00-04:00,0.8214642857142839
117.36,117.440575,117.440575,SHORT,SL,6205,-521.6853749999756,1.0,21.7175,2016-09-08 09:35:00-04:00,2016-09-08 09:30:00-04:00,0.8057499999999992
116.4,116.31588928571429,116.31588928571429,LONG,SL,5944,-520.7580857142842,1.0,20.804000000000002,2016-09-09 09:35:00-04:00,2016-09-09 09:30:00-04:00,0.8411071428571424
114.22,115.21896428571426,114.12010357142857,LONG,TP,5005,4982.298749999899,10.0,17.517500000000002,2016-09-12 09:35:00-04:00,2016-09-12 09:30:00-04:00,0.9989642857142859
115.87,115.75585357142857,115.75585357142857,LONG,SL,4380,-515.2913571428662,1.0,15.33,2016-09-13 09:35:00-04:00,2016-09-13 09:30:00-04:00,1.1414642857142863
