entry_price,exit_price,stop_loss,direction,exit_reason,position_size,pnl,R:R,commission,entry_time,date,ATR
166.26,165.831975,165.831975,LONG,SL,1168,-504.0211999999895,1.0,4.088,2018-02-23 09:40:00-05:00,2018-02-23 09:30:00-05:00,4.280250000000001
169.27,170.35,168.8416892857143,LONG,EOD,1167,1256.2754999999815,2.5215339331426216,4.0845,2018-02-26 09:35:00-05:00,2018-02-26 09:30:00-05:00,4.283107142857143
170.11,170.4989535714286,170.4989535714286,SHORT,SL,1285,-504.30283928571606,1.0,4.4975000000000005,2018-02-27 09:50:00-05:00,2018-02-27 09:30:00-05:00,3.889535714285716
169.045,169.399025,169.399025,SHORT,SL,1412,-504.8253000000101,1.0,4.942,2018-02-28 09:35:00-05:00,2018-02-28 09:30:00-05:00,3.5402500000000003
167.86,167.51061785714288,167.51061785714288,LONG,SL,1431,-504.97434642856444,1.0,5.0085,2018-03-01 10:35:00-05:00,2018-03-01 09:30:00-05:00,3.4938214285714286
163.37,165.98,163.03676785714285,LONG,EOD,1500,3909.7499999999777,7.83237768608292,5.25,2018-03-02 10:30:00-05:00,2018-03-02 09:30:00-05:00,3.3323214285714267
165.74,167.78,165.4290892857143,LONG,EOD,1608,3274.691999999987,6.561369249325177,5.628,2018-03-05 10:40:00-05:00,2018-03-05 09:30:00-05:00,3.109107142857139
168.76,168.44780357142855,168.44780357142855,LONG,SL,1601,-505.42998214287513,1.0,5.6035,2018-03-06 09:35:00-05:00,2018-03-06 09:30:00-05:00,3.121964285714282
167.74,167.43252,167.43252,LONG,SL,1626,-505.65347999999705,1.0,5.691,2018-03-07 09:35:00-05:00,2018-03-07 09:30:00-05:00,3.0747999999999984
169.7832,169.49586285714284,169.49586285714284,LONG,SL,1740,-506.0566285714488,1.0,6.09,2018-03-08 09:35:00-05:00,2018-03-08 09:30:00-05:00,2.873371428571425
170.93,171.20198000000002,171.20198000000002,SHORT,SL,1838,-506.3322400000247,1.0,6.433,2018-03-09 09:35:00-05:00,2018-03-09 09:30:00-05:00,2.719799999999996
173.44,173.72044357142858,173.72044357142858,SHORT,SL,1782,-505.98744428572485,1.0,6.237,2018-03-12 11:15:00-04:00,2018-03-12 09:30:00-04:00,2.8044357142857104
175.0,174.72662785714286,174.72662785714286,LONG,SL,1829,-506.39914928571164,1.0,6.4015,2018-03-13 09:35:00-04:00,2018-03-13 09:30:00-04:00,2.733721428571424
172.251,172.53118214285715,172.53118214285715,SHORT,SL,1784,-506.088942857143,1.0,6.244,2018-03-14 09:35:00-04:00,2018-03-14 09:30:00-04:00,2.801821428571423
171.52,171.79430285714287,171.79430285714287,SHORT,SL,1822,-506.156805714285,1.0,6.377,2018-03-15 09:35:00-04:00,2018-03-15 09:30:00-04:00,2.7430285714285696
172.06,171.79819714285713,171.79819714285713,LONG,SL,1909,-506.4631542857352,1.0,6.6815,2018-03-16 09:40:00-04:00,2018-03-16 09:30:00-04:00,2.6180285714285696
168.68,168.93983857142857,168.93983857142857,SHORT,SL,1924,-506.66341142854907,1.0,6.734,2018-03-19 09:35:00-04:00,2018-03-19 09:30:00-04:00,2.5983857142857096
167.5,167.21951357142856,167.21951357142856,LONG,SL,1782,-506.0638157142988,1.0,6.237,2018-03-20 09:35:00-04:00,2018-03-20 09:30:00-04:00,2.804864285714284
167.4,167.12858500000002,167.12858500000002,LONG,SL,1842,-506.39342999998235,1.0,6.447,2018-03-21 09:45:00-04:00,2018-03-21 09:30:00-04:00,2.7141499999999956
164.82,164.56643499999998,164.56643499999998,LONG,SL,1971,-506.6751150000176,1.0,6.8985,2018-03-22 09:35:00-04:00,2018-03-22 09:30:00-04:00,2.535649999999996
162.16,161.89829214285714,161.89829214285714,LONG,SL,1910,-506.54700714284763,1.0,6.6850000000000005,2018-03-26 09:35:00-04:00,2018-03-26 09:30:00-04:00,2.6170785714285705
164.9,165.194065,165.194065,SHORT,SL,1700,-505.8604999999815,1.0,5.95,2018-03-27 09:35:00-04:00,2018-03-27 09:30:00-04:00,2.940649999999997
158.93,158.59457785714287,158.59457785714287,LONG,SL,1490,-504.9939928571396,1.0,5.215,2018-03-28 10:00:00-04:00,2018-03-28 09:30:00-04:00,3.354221428571427
157.9,158.2477792857143,158.2477792857143,SHORT,SL,1437,-504.7883335714431,1.0,5.0295000000000005,2018-03-29 09:35:00-04:00,2018-03-29 09:30:00-04:00,3.4777928571428567
159.32,158.95353357142855,158.95353357142855,LONG,SL,1364,-504.6342085714473,1.0,4.774,2018-04-02 09:35:00-04:00,2018-04-02 09:30:00-04:00,3.664664285714285
156.47,156.87282357142857,156.87282357142857,SHORT,SL,1241,-504.24755214285534,1.0,4.3435,2018-04-03 09:35:00-04:00,2018-04-03 09:30:00-04:00,4.028235714285714
155.26,154.86048642857142,154.86048642857142,LONG,SL,1251,-504.1699778571422,1.0,4.3785,2018-04-04 09:35:00-04:00,2018-04-04 09:30:00-04:00,3.995135714285713
161.5686,161.13780071428573,161.13780071428573,LONG,SL,1160,-503.7871714285557,1.0,4.0600000000000005,2018-04-05 09:35:00-04:00,2018-04-05 09:30:00-04:00,4.307992857142856
159.56,159.12584357142856,159.12584357142856,LONG,SL,1151,-503.74254928572884,1.0,4.0285,2018-04-06 09:35:00-04:00,2018-04-06 09:30:00-04:00,4.341564285714286
158.22,157.77423642857144,157.77423642857144,LONG,SL,1121,-503.62446357141266,1.0,3.9235,2018-04-09 09:35:00-04:00,2018-04-09 09:30:00-04:00,4.457635714285715
159.71,160.16018714285715,160.16018714285715,SHORT,SL,1110,-503.5927285714323,1.0,3.8850000000000002,2018-04-10 09:35:00-04:00,2018-04-10 09:30:00-04:00,4.501871428571428
160.89,160.42081285714283,160.42081285714283,LONG,SL,1065,-503.41180714286656,1.0,3.7275,2018-04-11 09:55:00-04:00,2018-04-11 09:30:00-04:00,4.69187142857143
161.63,162.12,161.1733842857143,LONG,EOD,1095,532.71750000001,1.0731124327740873,3.8325,2018-04-12 09:35:00-04:00,2018-04-12 09:30:00-04:00,4.566157142857144
163.2299,162.77856999999997,162.77856999999997,LONG,SL,1107,-503.4968100000143,1.0,3.8745000000000003,2018-04-13 09:40:00-04:00,2018-04-13 09:30:00-04:00,4.513300000000001
162.22,162.64997285714284,162.64997285714284,SHORT,SL,1162,-503.69545999998377,1.0,4.067,2018-04-16 09:35:00-04:00,2018-04-16 09:30:00-04:00,4.299728571428572
166.3048,165.92961857142856,165.92961857142856,LONG,SL,1332,-504.40366285715464,1.0,4.662,2018-04-18 09:35:00-04:00,2018-04-18 09:30:00-04:00,3.751814285714287
165.45,165.81053857142857,165.81053857142857,SHORT,SL,1386,-504.55746000000823,1.0,4.851,2018-04-19 09:35:00-04:00,2018-04-19 09:30:00-04:00,3.6053857142857146
164.06,162.39,164.39592285714286,SHORT,EOD,1488,2479.7520000000236,4.971379483384772,5.208,2018-04-20 09:35:00-04:00,2018-04-20 09:30:00-04:00,3.3592285714285737
162.83,163.1472085714286,163.1472085714286,SHORT,SL,1576,-505.436708571442,1.0,5.516,2018-04-23 09:35:00-04:00,2018-04-23 09:30:00-04:00,3.1720857142857164
162.4,162.71170857142857,162.71170857142857,SHORT,SL,1604,-505.5945485714229,1.0,5.614,2018-04-24 09:35:00-04:00,2018-04-24 09:30:00-04:00,3.1170857142857153
158.49,158.79688714285714,158.79688714285714,SHORT,SL,1629,-505.6206557142739,1.0,5.7015,2018-04-25 09:35:00-04:00,2018-04-25 09:30:00-04:00,3.068871428571431
160.49,160.8011735714286,160.8011735714286,SHORT,SL,1606,-505.365755714304,1.0,5.621,2018-04-26 09:35:00-04:00,2018-04-26 09:30:00-04:00,3.1117357142857167
163.76,162.1,164.06010142857141,SHORT,EOD,1666,2759.7289999999944,5.531463171975273,5.831,2018-04-27 09:35:00-04:00,2018-04-27 09:30:00-04:00,3.001014285714287
162.35,160.89,162.63860142857143,SHORT,EOD,1732,2522.658000000014,5.058880017423766,6.062,2018-04-30 11:30:00-04:00,2018-04-30 09:30:00-04:00,2.886014285714288
160.8,160.5093985714286,160.5093985714286,LONG,SL,1720,-505.85445714284356,1.0,6.0200000000000005,2018-05-01 09:35:00-04:00,2018-05-01 09:30:00-04:00,2.906014285714288
161.4,164.30101428571433,161.10989857142857,LONG,TP,1723,4992.417114285782,10.0,6.0305,2018-05-04 09:35:00-04:00,2018-05-04 09:30:00-04:00,2.9010142857142904
165.928,165.61889857142856,165.61889857142856,LONG,SL,1617,-505.4765100000152,1.0,5.6595,2018-05-07 09:35:00-04:00,2018-05-07 09:30:00-04:00,3.0910142857142904
166.1,165.79639857142857,165.79639857142857,LONG,SL,1646,-505.4889514285671,1.0,5.761,2018-05-08 11:15:00-04:00,2018-05-08 09:30:00-04:00,3.0360142857142915
166.56,166.26718428571428,166.26718428571428,LONG,SL,1707,-505.81092428572924,1.0,5.9745,2018-05-09 09:35:00-04:00,2018-05-09 09:30:00-04:00,2.9281571428571476
169.52,169.23135714285715,169.23135714285715,LONG,SL,1732,-505.9914285714352,1.0,6.062,2018-05-11 09:35:00-04:00,2018-05-11 09:30:00-04:00,2.886428571428575
170.11,169.82757142857145,169.82757142857145,LONG,SL,1770,-506.0935714285652,1.0,6.195,2018-05-14 09:35:00-04:00,2018-05-14 09:30:00-04:00,2.8242857142857196
167.83,168.1017142857143,168.1017142857143,SHORT,SL,1840,-506.39428571430466,1.0,6.44,2018-05-15 09:35:00-04:00,2018-05-15 09:30:00-04:00,2.7171428571428606
168.26,168.98,167.98792857142857,LONG,EOD,1837,1316.2104999999979,2.6463638750328737,6.4295,2018-05-16 09:35:00-04:00,2018-05-16 09:30:00-04:00,2.720714285714292
168.5742,168.33095,168.33095,LONG,SL,2055,-507.07124999997757,1.0,7.1925,2018-05-17 09:35:00-04:00,2018-05-17 09:30:00-04:00,2.4325000000000068
167.51,167.7375357142857,167.7375357142857,SHORT,SL,2197,-507.58546428573067,1.0,7.6895,2018-05-18 09:35:00-04:00,2018-05-18 09:30:00-04:00,2.27535714285715
169.3,169.08132142857144,169.08132142857144,LONG,SL,2286,-507.90021428570884,1.0,8.001,2018-05-21 09:35:00-04:00,2018-05-21 09:30:00-04:00,2.186785714285721
169.3,169.08989285714287,169.08989285714287,LONG,SL,2379,-508.1713928571364,1.0,8.3265,2018-05-22 09:35:00-04:00,2018-05-22 09:30:00-04:00,2.101071428571434
167.14,169.1432142857144,166.93967857142854,LONG,TP,2495,4989.28714285748,10.0,8.7325,2018-05-23 09:35:00-04:00,2018-05-23 09:30:00-04:00,2.0032142857142907
169.69,169.48917857142857,169.48917857142857,LONG,SL,2489,-508.5560357142899,1.0,8.711500000000001,2018-05-24 09:35:00-04:00,2018-05-24 09:30:00-04:00,2.0082142857142906
168.57,168.74910714285713,168.74910714285713,SHORT,SL,2791,-509.65653571426174,1.0,9.7685,2018-05-29 11:45:00-04:00,2018-05-29 09:30:00-04:00,1.7910714285714318
169.47,169.65189285714285,169.65189285714285,SHORT,SL,2748,-509.4595714285676,1.0,9.618,2018-05-30 09:40:00-04:00,2018-05-30 09:30:00-04:00,1.8189285714285737
170.33,170.15585714285714,170.15585714285714,LONG,SL,2871,-510.01264285717536,1.0,10.0485,2018-05-31 09:35:00-04:00,2018-05-31 09:30:00-04:00,1.741428571428575
171.09,172.75,170.915,LONG,EOD,2857,4732.62049999999,9.48571428571365,9.9995,2018-06-01 09:35:00-04:00,2018-06-01 09:30:00-04:00,1.750000000000002
173.48,173.2932857142857,173.2932857142857,LONG,SL,2677,-509.20364285714913,1.0,9.3695,2018-06-04 09:35:00-04:00,2018-06-04 09:30:00-04:00,1.867142857142858
174.446,174.62557142857142,174.62557142857142,SHORT,SL,2784,-509.67085714283655,1.0,9.744,2018-06-05 11:05:00-04:00,2018-06-05 09:30:00-04:00,1.7957142857142867
175.135,174.9595357142857,174.9595357142857,LONG,SL,2849,-509.8692500000358,1.0,9.9715,2018-06-06 09:35:00-04:00,2018-06-06 09:30:00-04:00,1.754642857142857
175.46,175.63825,175.63825,SHORT,SL,2805,-509.80874999997576,1.0,9.8175,2018-06-07 09:35:00-04:00,2018-06-07 09:30:00-04:00,1.7824999999999989
174.585,174.40339285714288,174.40339285714288,LONG,SL,2753,-509.59996428568434,1.0,9.6355,2018-06-11 09:35:00-04:00,2018-06-11 09:30:00-04:00,1.8160714285714252
175.43,175.25382142857143,175.25382142857143,LONG,SL,2838,-509.927785714308,1.0,9.933,2018-06-12 09:35:00-04:00,2018-06-12 09:30:00-04:00,1.7617857142857116
176.18,176.00710714285714,176.00710714285714,LONG,SL,2891,-509.95175000003604,1.0,10.118500000000001,2018-06-13 09:35:00-04:00,2018-06-13 09:30:00-04:00,1.7289285714285703
176.98,176.81439285714285,176.81439285714285,LONG,SL,3019,-510.5344642857082,1.0,10.5665,2018-06-14 09:35:00-04:00,2018-06-14 09:30:00-04:00,1.6560714285714246
176.51,176.67639285714284,176.67639285714284,SHORT,SL,3004,-510.3581428571298,1.0,10.514,2018-06-15 09:35:00-04:00,2018-06-15 09:30:00-04:00,1.6639285714285665
175.02,175.18903571428572,175.18903571428572,SHORT,SL,2957,-510.18810714285155,1.0,10.3495,2018-06-18 09:35:00-04:00,2018-06-18 09:30:00-04:00,1.6903571428571362
174.93,174.76203571428573,174.76203571428573,LONG,SL,2976,-510.2777142856874,1.0,10.416,2018-06-19 09:35:00-04:00,2018-06-19 09:30:00-04:00,1.679642857142852
177.02,176.84110714285714,176.84110714285714,LONG,SL,2794,-509.60564285717834,1.0,9.779,2018-06-20 09:35:00-04:00,2018-06-20 09:30:00-04:00,1.7889285714285665
177.58,175.82250000000008,177.75575,SHORT,TP,2844,4988.375999999819,10.0,9.954,2018-06-21 09:35:00-04:00,2018-06-21 09:30:00-04:00,1.7574999999999952
175.88,175.14,176.0573214285714,SHORT,EOD,2819,2076.193500000026,4.1732124874121945,9.8665,2018-06-22 09:35:00-04:00,2018-06-22 09:30:00-04:00,1.7732142857142807
171.65,171.86070714285714,171.86070714285714,SHORT,SL,2372,-508.0993428571163,1.0,8.302,2018-06-26 09:35:00-04:00,2018-06-26 09:30:00-04:00,2.1070714285714223
172.62,172.8303392857143,172.8303392857143,SHORT,SL,2377,-508.295982142886,1.0,8.3195,2018-06-27 09:40:00-04:00,2018-06-27 09:30:00-04:00,2.1033928571428504
169.79,169.56830357142857,169.56830357142857,LONG,SL,2255,-507.81794642855164,1.0,7.8925,2018-06-28 09:35:00-04:00,2018-06-28 09:30:00-04:00,2.2169642857142793
172.38,172.1505892857143,172.1505892857143,LONG,SL,2179,-507.512446428553,1.0,7.6265,2018-06-29 09:35:00-04:00,2018-06-29 09:30:00-04:00,2.2941071428571393
172.92,170.6232,173.16898214285712,SHORT,EOD,2008,4604.946399999981,9.224757943054286,7.0280000000000005,2018-07-03 09:35:00-04:00,2018-07-03 09:30:00-04:00,2.4898214285714237
172.19,171.93780357142856,171.93780357142856,LONG,SL,1982,-506.7903214285892,1.0,6.937,2018-07-05 09:35:00-04:00,2018-07-05 09:30:00-04:00,2.521964285714282
176.75,176.48346928571428,176.48346928571428,LONG,SL,1875,-506.307589285728,1.0,6.5625,2018-07-09 09:35:00-04:00,2018-07-09 09:30:00-04:00,2.665307142857143
177.1,177.363245,177.363245,SHORT,SL,1899,-506.5487550000227,1.0,6.6465000000000005,2018-07-10 09:45:00-04:00,2018-07-10 09:30:00-04:00,2.6324499999999977
176.42,176.17075499999999,176.17075499999999,LONG,SL,2006,-507.0064700000039,1.0,7.021,2018-07-11 09:35:00-04:00,2018-07-11 09:30:00-04:00,2.492449999999997
177.4264,179.37,177.1758692857143,LONG,EOD,1995,3870.499500000007,7.757931020719266,6.9825,2018-07-12 09:35:00-04:00,2018-07-12 09:30:00-04:00,2.5053071428571405
179.68,179.42582642857144,179.42582642857144,LONG,SL,1967,-506.8439149999902,1.0,6.8845,2018-07-13 10:25:00-04:00,2018-07-13 09:30:00-04:00,2.5417357142857133
179.9,179.65924785714287,179.65924785714287,LONG,SL,2076,-507.06744857140785,1.0,7.266,2018-07-16 09:35:00-04:00,2018-07-16 09:30:00-04:00,2.4075214285714304
177.79,179.97466428571417,177.57153357142857,LONG,TP,2288,4990.503885714038,10.0,8.008000000000001,2018-07-17 09:35:00-04:00,2018-07-17 09:30:00-04:00,2.184664285714287
180.21,179.93,180.44047714285716,SHORT,EOD,2169,599.7285000000024,1.214871012929644,7.5915,2018-07-18 09:35:00-04:00,2018-07-18 09:30:00-04:00,2.30477142857143
179.7101,179.50040857142858,179.50040857142858,LONG,SL,2384,-508.2483657142938,1.0,8.344,2018-07-19 09:35:00-04:00,2018-07-19 09:30:00-04:00,2.0969142857142873
179.38,179.57733428571427,179.57733428571427,SHORT,SL,2533,-508.71324571426317,1.0,8.8655,2018-07-20 09:35:00-04:00,2018-07-20 09:30:00-04:00,1.9733428571428573
178.765,178.56845142857142,178.56845142857142,LONG,SL,2543,-508.7235171428404,1.0,8.900500000000001,2018-07-23 10:35:00-04:00,2018-07-23 09:30:00-04:00,1.9654857142857156
181.55,181.3625942857143,181.3625942857143,LONG,SL,2668,-509.33644571429255,1.0,9.338000000000001,2018-07-24 09:35:00-04:00,2018-07-24 09:30:00-04:00,1.874057142857142
180.74,180.5579642857143,180.5579642857143,LONG,SL,2746,-509.4810714285806,1.0,9.611,2018-07-25 09:35:00-04:00,2018-07-25 09:30:00-04:00,1.820357142857144
180.83,180.6441785714286,180.6441785714286,LONG,SL,2690,-509.27464285710766,1.0,9.415000000000001,2018-07-26 09:40:00-04:00,2018-07-26 09:30:00-04:00,1.8582142857142867
180.895,179.0396428571428,181.08053571428573,SHORT,TP,2694,4988.9031428573,10.0,9.429,2018-07-27 09:35:00-04:00,2018-07-27 09:30:00-04:00,1.8553571428571445
177.041,174.94992857142864,177.25010714285713,SHORT,TP,2391,4991.383285714108,10.0,8.368500000000001,2018-07-30 09:35:00-04:00,2018-07-30 09:30:00-04:00,2.091071428571431
176.49,176.26510714285715,176.26510714285715,LONG,SL,2223,-507.71732142858247,1.0,7.7805,2018-07-31 09:35:00-04:00,2018-07-31 09:30:00-04:00,2.2489285714285723
177.15,176.92239285714285,176.92239285714285,LONG,SL,2196,-507.51128571430723,1.0,7.686,2018-08-01 09:45:00-04:00,2018-08-01 09:30:00-04:00,2.2760714285714294
176.24,178.45607142857153,176.01839285714286,LONG,TP,2256,4991.561142857359,10.0,7.896,2018-08-02 09:35:00-04:00,2018-08-02 09:30:00-04:00,2.216071428571431
179.49,179.73303571428573,179.73303571428573,SHORT,SL,2057,-507.12396428573567,1.0,7.1995000000000005,2018-08-03 09:35:00-04:00,2018-08-03 09:30:00-04:00,2.430357142857145
180.13,181.17,179.88739285714286,LONG,EOD,2060,2135.1899999999837,4.286765788311532,7.21,2018-08-06 09:50:00-04:00,2018-08-06 09:30:00-04:00,2.4260714285714307
181.97,181.74110714285715,181.74110714285715,LONG,SL,2184,-507.5459999999905,1.0,7.644,2018-08-07 09:35:00-04:00,2018-08-07 09:30:00-04:00,2.2889285714285728
181.82,182.0495357142857,182.0495357142857,SHORT,SL,2178,-507.5517857142608,1.0,7.623,2018-08-09 09:35:00-04:00,2018-08-09 09:30:00-04:00,2.295357142857142
180.98,180.75324999999998,180.75324999999998,LONG,SL,2205,-507.70125000002156,1.0,7.7175,2018-08-10 09:35:00-04:00,2018-08-10 09:30:00-04:00,2.2675000000000005
181.12,180.89285714285714,180.89285714285714,LONG,SL,2201,-507.64492857144756,1.0,7.7035,2018-08-13 09:35:00-04:00,2018-08-13 09:30:00-04:00,2.2714285714285722
180.84,181.06199285714285,181.06199285714285,SHORT,SL,2252,-507.8099142857007,1.0,7.882000000000001,2018-08-14 09:35:00-04:00,2018-08-14 09:30:00-04:00,2.21992857142857
179.95,179.29,180.15120714285712,SHORT,EOD,2485,1631.4024999999915,3.2802016401010303,8.6975,2018-08-15 09:45:00-04:00,2018-08-15 09:30:00-04:00,2.012071428571425
180.68,180.46279285714286,180.46279285714286,LONG,SL,2301,-507.84713571429864,1.0,8.0535,2018-08-16 10:30:00-04:00,2018-08-16 09:30:00-04:00,2.1720714285714258
178.9148,179.11050714285716,179.11050714285716,SHORT,SL,2554,-508.7750428571491,1.0,8.939,2018-08-17 10:05:00-04:00,2018-08-17 09:30:00-04:00,1.9570714285714266
179.95,179.7,180.13557928571427,SHORT,EOD,2694,664.071,1.3471331082979743,9.429,2018-08-20 09:40:00-04:00,2018-08-20 09:30:00-04:00,1.855792857142857
180.4999,180.32135571428572,180.32135571428572,LONG,SL,2800,-509.72399999998726,1.0,9.8,2018-08-21 09:35:00-04:00,2018-08-21 09:30:00-04:00,1.7854428571428562
180.39,180.20988428571428,180.20988428571428,LONG,SL,2775,-509.5336071428315,1.0,9.7125,2018-08-22 09:35:00-04:00,2018-08-22 09:30:00-04:00,1.8011571428571418
181.2299,181.0671414285714,181.0671414285714,LONG,SL,3072,-510.74633142860654,1.0,10.752,2018-08-23 09:35:00-04:00,2018-08-23 09:30:00-04:00,1.6275857142857129
181.695,181.52841999999998,181.52841999999998,LONG,SL,3001,-510.41008000003114,1.0,10.5035,2018-08-24 09:35:00-04:00,2018-08-24 09:30:00-04:00,1.6657999999999984
183.64,184.3,183.47113428571427,LONG,EOD,2960,1943.2400000000741,3.908431044109561,10.36,2018-08-27 09:55:00-04:00,2018-08-27 09:30:00-04:00,1.6886571428571406
184.89,184.7142057142857,184.7142057142857,LONG,SL,2844,-509.9129485714389,1.0,9.954,2018-08-28 09:35:00-04:00,2018-08-28 09:30:00-04:00,1.7579428571428568
185.05,186.77294285714288,184.87770571428572,LONG,TP,2902,4989.823171428604,10.0,10.157,2018-08-29 09:35:00-04:00,2018-08-29 09:30:00-04:00,1.7229428571428582
186.67,186.4932057142857,186.4932057142857,LONG,SL,2828,-509.8722400000238,1.0,9.898,2018-08-30 10:15:00-04:00,2018-08-30 09:30:00-04:00,1.767942857142858
186.615,186.43570642857145,186.43570642857145,LONG,SL,2788,-509.62847714282265,1.0,9.758000000000001,2018-08-31 09:35:00-04:00,2018-08-31 09:30:00-04:00,1.7929357142857165
185.97,186.1452292857143,186.1452292857143,SHORT,SL,2853,-509.9146521428829,1.0,9.9855,2018-09-04 09:35:00-04:00,2018-09-04 09:30:00-04:00,1.7522928571428622
185.11,185.27987214285716,185.27987214285716,SHORT,SL,2943,-510.23421642857653,1.0,10.3005,2018-09-05 09:35:00-04:00,2018-09-05 09:30:00-04:00,1.6987214285714356
183.29,181.5619928571427,183.46280071428572,SHORT,TP,2893,4988.99916428611,10.0,10.1255,2018-09-06 09:35:00-04:00,2018-09-06 09:30:00-04:00,1.7280071428571497
180.94,181.26,180.75541357142856,LONG,EOD,2708,857.0819999999816,1.7336052410600278,9.478,2018-09-07 09:35:00-04:00,2018-09-07 09:30:00-04:00,1.8458642857142908
181.565,181.75092857142857,181.75092857142857,SHORT,SL,2689,-509.37342857144114,1.0,9.4115,2018-09-10 09:35:00-04:00,2018-09-10 09:30:00-04:00,1.8592857142857184
182.5001,182.69574214285714,182.69574214285714,SHORT,SL,2555,-508.80817499998983,1.0,8.9425,2018-09-12 09:35:00-04:00,2018-09-12 09:30:00-04:00,1.9564214285714314
184.14,183.940215,183.940215,LONG,SL,2502,-508.6190699999786,1.0,8.757,2018-09-13 09:35:00-04:00,2018-09-13 09:30:00-04:00,1.9978500000000037
184.21,183.99,184.41089214285716,SHORT,EOD,2488,538.6519999999972,1.0951150048532687,8.708,2018-09-14 12:00:00-04:00,2018-09-14 09:30:00-04:00,2.0089214285714325
183.45,181.45643571428565,183.64935642857142,SHORT,TP,2508,4991.081228571569,10.0,8.778,2018-09-17 09:35:00-04:00,2018-09-17 09:30:00-04:00,1.9935642857142892
182.5197,182.308915,182.308915,LONG,SL,2372,-508.2840199999695,1.0,8.302,2018-09-18 09:35:00-04:00,2018-09-18 09:30:00-04:00,2.1078500000000053
183.52,183.73885642857144,183.73885642857144,SHORT,SL,2284,-507.8620828571412,1.0,7.994,2018-09-20 09:35:00-04:00,2018-09-20 09:30:00-04:00,2.1885642857142904
185.0,185.2227142857143,185.2227142857143,SHORT,SL,2245,-507.85107142857976,1.0,7.8575,2018-09-21 09:50:00-04:00,2018-09-21 09:30:00-04:00,2.2271428571428618
183.46,183.69264285714286,183.69264285714286,SHORT,SL,2149,-507.47099999998335,1.0,7.5215000000000005,2018-09-25 09:35:00-04:00,2018-09-25 09:30:00-04:00,2.326428571428573
184.78,184.55907142857143,184.55907142857143,LONG,SL,2263,-507.88185714286004,1.0,7.9205000000000005,2018-09-26 10:00:00-04:00,2018-09-26 09:30:00-04:00,2.209285714285715
185.265,185.82,185.0518214285714,LONG,EOD,2345,1293.267500000016,2.603451164348998,8.2075,2018-09-27 09:35:00-04:00,2018-09-27 09:30:00-04:00,2.131785714285716
185.57,185.35646428571428,185.35646428571428,LONG,SL,2341,-508.08060714285114,1.0,8.1935,2018-09-28 09:35:00-04:00,2018-09-28 09:30:00-04:00,2.1353571428571456
187.19,186.978,186.978,LONG,SL,2358,-508.14899999997425,1.0,8.253,2018-10-01 09:35:00-04:00,2018-10-01 09:30:00-04:00,2.1200000000000023
186.22,186.01657142857144,186.01657142857144,LONG,SL,2457,-508.42349999997236,1.0,8.5995,2018-10-02 09:45:00-04:00,2018-10-02 09:30:00-04:00,2.034285714285718
186.73,186.53489357142857,186.53489357142857,LONG,SL,2562,-508.82966999998064,1.0,8.967,2018-10-03 09:35:00-04:00,2018-10-03 09:30:00-04:00,1.9510642857142915
184.58,182.6239285714286,184.77560714285715,SHORT,TP,2556,4990.772571428549,10.0,8.946,2018-10-04 09:35:00-04:00,2018-10-04 09:30:00-04:00,1.956071428571434
181.8,182.01757142857144,182.01757142857144,SHORT,SL,2298,-508.0221428571509,1.0,8.043000000000001,2018-10-05 09:55:00-04:00,2018-10-05 09:30:00-04:00,2.17571428571429
178.72,178.9507142857143,178.9507142857143,SHORT,SL,2167,-507.5423571428864,1.0,7.5845,2018-10-08 11:30:00-04:00,2018-10-08 09:30:00-04:00,2.30714285714286
179.61,179.3694092857143,179.3694092857143,LONG,SL,2078,-507.2205042856883,1.0,7.273000000000001,2018-10-09 09:35:00-04:00,2018-10-09 09:30:00-04:00,2.4059071428571457
178.0,175.61837142857132,178.23816285714287,SHORT,TP,2099,4991.691871428795,10.0,7.3465,2018-10-10 09:35:00-04:00,2018-10-10 09:30:00-04:00,2.381628571428572
171.95,171.66462357142856,171.66462357142856,LONG,SL,1752,-506.1115028571364,1.0,6.132000000000001,2018-10-11 09:45:00-04:00,2018-10-11 09:30:00-04:00,2.8537642857142873
173.33,173.6410192857143,173.6410192857143,SHORT,SL,1607,-505.43249214284896,1.0,5.6245,2018-10-12 09:35:00-04:00,2018-10-12 09:30:00-04:00,3.110192857142859
173.07,173.39937642857143,173.39937642857143,SHORT,SL,1518,-505.30641857143985,1.0,5.313,2018-10-15 09:35:00-04:00,2018-10-15 09:30:00-04:00,3.293764285714289
173.82,174.161305,174.161305,SHORT,SL,1464,-504.7945200000081,1.0,5.124,2018-10-16 10:30:00-04:00,2018-10-16 09:30:00-04:00,3.4130500000000046
177.27,177.63084071428574,177.63084071428574,SHORT,SL,1385,-504.61188928573443,1.0,4.8475,2018-10-17 09:35:00-04:00,2018-10-17 09:30:00-04:00,3.6084071428571485
175.78,176.14954428571428,176.14954428571428,SHORT,SL,1353,-504.72891857142577,1.0,4.7355,2018-10-18 09:35:00-04:00,2018-10-18 09:30:00-04:00,3.695442857142861
174.9,174.5050985714286,174.5050985714286,LONG,SL,1266,-504.3762085714122,1.0,4.431,2018-10-19 09:35:00-04:00,2018-10-19 09:30:00-04:00,3.9490142857142905
