entry_price,exit_price,stop_loss,direction,exit_reason,position_size,pnl,R:R,commission,entry_time,date,ATR,relative_volume,cumulative_pnl,equity
109.56,109.42882142857142,109.42882142857142,LONG,SL,3811,-513.2600357143092,-1.0,13.3385,2016-04-22 09:35:00-04:00,2016-04-22 09:30:00-04:00,1.311785714285714,2.5201018081126394,-4651.574527142856,45348.42547285715
107.71,107.57771428571428,107.57771428571428,LONG,SL,3779,-513.1342142857153,-1.0,13.2265,2016-04-27 09:35:00-04:00,2016-04-27 09:30:00-04:00,1.3228571428571416,1.7198587438074762,-5164.708741428572,44835.29125857143
107.56,107.69346428571428,107.69346428571428,SHORT,SL,3746,-513.0682142857022,-1.0,13.111,2016-04-28 13:10:00-04:00,2016-04-28 09:30:00-04:00,1.3346428571428564,1.1032298098108904,-5677.776955714274,44322.223044285725
106.41,106.27040714285714,106.27040714285714,LONG,SL,3581,-512.415521428576,-1.0,12.5335,2016-04-29 09:35:00-04:00,2016-04-29 09:30:00-04:00,1.395928571428571,1.8792419702278709,-6190.192477142849,43809.807522857154
105.301,105.43410928571429,105.43410928571429,SHORT,SL,3756,-513.1044771428487,-1.0,13.146,2016-05-05 09:35:00-04:00,2016-05-05 09:30:00-04:00,1.3310928571428582,1.4202845777425386,-6703.296954285698,43296.703045714305
104.76,104.62578357142856,104.62578357142856,LONG,SL,3725,-512.9936964285941,-1.0,13.0375,2016-05-06 09:35:00-04:00,2016-05-06 09:30:00-04:00,1.342164285714286,1.0252121031117425,-7216.2906507142925,42783.70934928571
105.47,105.332505,105.332505,LONG,SL,3636,-512.6578200000046,-1.0,12.726,2016-05-18 09:35:00-04:00,2016-05-18 09:30:00-04:00,1.3749499999999983,1.1316170016395624,-7728.948470714297,42271.0515292857
105.91,106.46,105.78091928571428,LONG,EOD,3873,2116.594499999989,4.26089987991987,13.5555,2016-05-20 09:35:00-04:00,2016-05-20 09:30:00-04:00,1.2908071428571393,1.9929478849836328,-5612.353970714308,44387.646029285694
110.21,110.06,110.3301807142857,SHORT,EOD,4160,609.4399999999646,1.2481203901267552,14.56,2016-06-03 09:35:00-04:00,2016-06-03 09:30:00-04:00,1.2018071428571406,1.0618570562642815,-5002.913970714344,44997.08602928565
109.86,109.95758071428573,109.95758071428573,SHORT,SL,5123,-517.8364992857033,-1.0,17.930500000000002,2016-06-09 12:10:00-04:00,2016-06-09 09:30:00-04:00,0.9758071428571417,1.1096399026634007,-5520.750470000047,44479.24952999995
109.31,109.21866928571428,109.21866928571428,LONG,SL,5474,-519.1033300000194,-1.0,19.159,2016-06-10 10:30:00-04:00,2016-06-10 09:30:00-04:00,0.9133071428571428,3.02256115310609,-6039.853800000066,43960.14619999993
108.56,108.46588357142858,108.46588357142858,LONG,SL,5312,-518.5384685714101,-1.0,18.592,2016-06-13 09:45:00-04:00,2016-06-13 09:30:00-04:00,0.9411642857142856,1.340026795567007,-6558.392268571476,43441.60773142852
108.17,108.07791928571427,108.07791928571427,LONG,SL,5430,-519.0032785714286,-1.0,19.005,2016-06-14 09:35:00-04:00,2016-06-14 09:30:00-04:00,0.9208071428571428,1.3061120260620305,-7077.395547142904,42922.60445285709
107.12,106.52,107.21358071428573,SHORT,EOD,5342,3186.5030000000456,6.411577477043863,18.697,2016-06-17 09:35:00-04:00,2016-06-17 09:30:00-04:00,0.9358071428571444,2.3417842903600152,-3890.892547142859,46109.10745285714
107.91,107.80741928571427,107.80741928571427,LONG,SL,4874,-517.0374014285387,-1.0,17.059,2016-06-20 09:35:00-04:00,2016-06-20 09:30:00-04:00,1.025807142857145,1.8475253779614609,-4407.929948571397,45592.0700514286
107.4625,107.35282142857145,107.35282142857145,LONG,SL,4558,-515.8679285714421,-1.0,15.953,2016-06-21 09:35:00-04:00,2016-06-21 09:30:00-04:00,1.0967857142857156,1.7110730080816898,-4923.79787714284,45076.20212285716
105.26,105.14892857142856,105.14892857142856,LONG,SL,4501,-515.6860000000296,-1.0,15.7535,2016-06-24 09:35:00-04:00,2016-06-24 09:30:00-04:00,1.1107142857142889,2.817053610825448,-5439.4838771428695,44560.51612285713
103.5,104.46,103.34521428571428,LONG,EOD,3230,3089.49499999998,6.2021227503463,11.305,2016-06-28 09:35:00-04:00,2016-06-28 09:30:00-04:00,1.547857142857145,1.2602064892772191,-2349.9888771428896,47650.01112285711
109.031,109.20296428571427,109.20296428571427,SHORT,SL,2907,-510.0746785714165,-1.0,10.1745,2016-07-08 09:35:00-04:00,2016-07-08 09:30:00-04:00,1.7196428571428584,1.0396030045238502,-2860.063555714306,47139.9364442857
110.92,110.74903571428572,110.74903571428572,LONG,SL,2924,-510.1335714285869,-1.0,10.234,2016-07-11 09:35:00-04:00,2016-07-11 09:30:00-04:00,1.7096428571428572,1.0148888191151424,-3370.197127142893,46629.80287285711
112.6107,112.7180857142857,112.7180857142857,SHORT,SL,4656,-516.283885714276,-1.0,16.296,2016-07-20 09:35:00-04:00,2016-07-20 09:30:00-04:00,1.0738571428571402,1.0306902541077356,-3886.481012857169,46113.51898714283
114.62,114.71217142857144,114.71217142857144,SHORT,SL,5424,-518.9218285714527,-1.0,18.984,2016-07-27 09:35:00-04:00,2016-07-27 09:30:00-04:00,0.9217142857142824,1.2564784767849404,-4405.402841428621,45594.59715857138
115.4,115.3154,115.3154,LONG,SL,5910,-520.6709999999686,-1.0,20.685,2016-07-29 11:00:00-04:00,2016-07-29 09:30:00-04:00,0.8459999999999965,1.3262690077588,-4926.07384142859,45073.92615857141
117.22,117.13501071428573,117.13501071428573,LONG,SL,5883,-520.5824678571457,-1.0,20.5905,2016-08-11 09:35:00-04:00,2016-08-11 09:30:00-04:00,0.849892857142856,1.305480986528501,-5446.656309285736,44553.34369071426
117.02,116.93586071428572,116.93586071428572,LONG,SL,5942,-520.7526357142899,-1.0,20.797,2016-08-12 09:35:00-04:00,2016-08-12 09:30:00-04:00,0.841392857142856,1.656513652531075,-5967.408945000026,44032.591054999975
116.92,116.99990714285714,116.99990714285714,SHORT,SL,6257,-521.8784928571129,-1.0,21.8995,2016-08-19 09:35:00-04:00,2016-08-19 09:30:00-04:00,0.7990714285714253,1.3029187341938115,-6489.287437857139,43510.712562142864
117.75,117.82183571428573,117.82183571428573,SHORT,SL,6960,-524.3365714285525,-1.0,24.36,2016-08-23 11:05:00-04:00,2016-08-23 09:30:00-04:00,0.7183571428571389,1.4056505174042646,-7013.6240092856915,42986.37599071431
116.39,116.46294285714286,116.46294285714286,SHORT,SL,6854,-523.9393428571813,-1.0,23.989,2016-08-25 09:35:00-04:00,2016-08-25 09:30:00-04:00,0.7294285714285687,1.1339921273138216,-7537.563352142873,42462.436647857125
116.88,116.8092,116.8092,LONG,SL,7062,-524.706600000039,-1.0,24.717,2016-08-26 09:35:00-04:00,2016-08-26 09:30:00-04:00,0.7079999999999964,1.144754279458445,-8062.269952142911,41937.73004785709
116.95,116.87312857142858,116.87312857142858,LONG,SL,6504,-522.7357714285318,-1.0,22.764,2016-08-29 09:35:00-04:00,2016-08-29 09:30:00-04:00,0.7687142857142827,1.2538997489553727,-8585.005723571443,41414.99427642856
117.25,117.32978928571428,117.32978928571428,SHORT,SL,6266,-521.8906642857044,-1.0,21.931,2016-09-02 09:35:00-04:00,2016-09-02 09:30:00-04:00,0.7978928571428554,1.8879511598961476,-9106.896387857147,40893.103612142855
117.13,117.20978928571428,117.20978928571428,SHORT,SL,6266,-521.8906642857044,-1.0,21.931,2016-09-06 10:20:00-04:00,2016-09-06 09:30:00-04:00,0.7978928571428554,1.2202786810395962,-9628.78705214285,40371.21294785715
116.4,116.31588928571428,116.31588928571428,LONG,SL,5944,-520.7580857142842,-1.0,20.804,2016-09-09 09:35:00-04:00,2016-09-09 09:30:00-04:00,0.8411071428571424,2.030449457853435,-10149.545137857134,39850.45486214287
114.22,116.3,114.12010357142856,LONG,EOD,5005,10392.882499999992,20.821565192521227,17.517500000000002,2016-09-12 09:35:00-04:00,2016-09-12 09:30:00-04:00,0.998964285714286,2.5141620034783982,243.33736214285818,50243.33736214286
115.87,115.75585357142856,115.75585357142856,LONG,SL,4380,-515.2913571428662,-1.0,15.33,2016-09-13 09:35:00-04:00,2016-09-13 09:30:00-04:00,1.1414642857142865,1.2438265160830644,-271.95399500000804,49728.04600499999
115.77,115.64820714285716,115.64820714285716,LONG,SL,4105,-514.3271785713998,-1.0,14.3675,2016-09-14 09:35:00-04:00,2016-09-14 09:30:00-04:00,1.2179285714285717,1.0566450720799618,-786.2811735714079,49213.718826428594
116.23,116.10849285714286,116.10849285714286,LONG,SL,4114,-514.2793857142764,-1.0,14.399,2016-09-15 09:35:00-04:00,2016-09-15 09:30:00-04:00,1.2150714285714284,1.0308228602593106,-1300.5605592856841,48699.43944071432
117.06,117.19111428571428,117.19111428571428,SHORT,SL,3813,-513.2842714285867,-1.0,13.3455,2016-09-16 09:35:00-04:00,2016-09-16 09:30:00-04:00,1.3111428571428567,1.0143722865530933,-1813.8448307142708,48186.15516928573
118.89,119.09,118.75139285714286,LONG,EOD,3607,708.7755000000102,1.4429270806493693,12.6245,2016-09-22 09:35:00-04:00,2016-09-22 09:30:00-04:00,1.3860714285714275,1.4434517160899845,-1105.0693307142606,48894.93066928574
118.82,118.31,118.95932142857144,SHORT,EOD,3588,1817.3219999999676,3.660599846193049,12.558,2016-09-23 09:35:00-04:00,2016-09-23 09:30:00-04:00,1.3932142857142844,1.0893600129598118,712.252669285707,50712.252669285706
119.0,118.88524,118.88524,LONG,SL,4356,-515.1405600000173,-1.0,15.246,2016-10-04 09:35:00-04:00,2016-10-04 09:30:00-04:00,1.147599999999999,1.0676805840195966,197.1121092856897,50197.11210928569
118.67,118.77666,118.77666,SHORT,SL,4687,-516.3199200000238,-1.0,16.4045,2016-10-07 09:35:00-04:00,2016-10-07 09:30:00-04:00,1.066599999999998,1.310031644179981,-319.2078107143341,49680.79218928567
116.47,116.57901714285714,116.57901714285714,SHORT,SL,4586,-516.0036171428483,-1.0,16.051000000000002,2016-10-13 09:35:00-04:00,2016-10-13 09:30:00-04:00,1.0901714285714266,1.9211995226795,-835.2114278571823,49164.78857214282
117.77,117.66005428571428,117.66005428571428,LONG,SL,4547,-515.837662857145,-1.0,15.9145,2016-10-14 09:35:00-04:00,2016-10-14 09:30:00-04:00,1.0994571428571405,1.3141867189163134,-1351.0490907143273,48648.950909285675
118.051,118.15832285714286,118.15832285714286,SHORT,SL,4658,-516.2128685714489,-1.0,16.303,2016-10-18 09:35:00-04:00,2016-10-18 09:30:00-04:00,1.0732285714285692,1.0862792523478746,-1867.2619592857764,48132.73804071423
117.5601,117.6646642857143,117.6646642857143,SHORT,SL,4781,-516.6553500000178,-1.0,16.7335,2016-10-21 09:35:00-04:00,2016-10-21 09:30:00-04:00,1.0456428571428549,1.3598452741529343,-2383.917309285794,47616.0826907142
119.48,119.58570714285716,119.58570714285716,SHORT,SL,4730,-516.5497857142811,-1.0,16.555,2016-10-25 09:35:00-04:00,2016-10-25 09:30:00-04:00,1.057071428571427,1.368465683286988,-2900.4670950000755,47099.53290499993
117.06,117.16634285714288,117.16634285714288,SHORT,SL,4701,-516.3712714285992,-1.0,16.453500000000002,2016-10-28 13:35:00-04:00,2016-10-28 09:30:00-04:00,1.0634285714285687,1.203102062164408,-3416.838366428675,46583.161633571326
115.33,115.219905,115.219905,LONG,SL,4541,-515.8348950000053,-1.0,15.8935,2016-11-03 09:35:00-04:00,2016-11-03 09:30:00-04:00,1.1009499999999983,1.118952823107071,-3932.6732614286802,46067.32673857132
113.97,113.85654785714286,113.85654785714286,LONG,SL,4407,-515.4080935714238,-1.0,15.4245,2016-11-04 09:35:00-04:00,2016-11-04 09:30:00-04:00,1.134521428571427,3.482829904405212,-4448.081355000104,45551.918644999896
116.15,116.2756092857143,116.2756092857143,SHORT,SL,3980,-513.8549571428754,-1.0,13.93,2016-11-08 09:35:00-05:00,2016-11-08 09:30:00-05:00,1.2560928571428565,1.0909525470569654,-4961.93631214298,45038.06368785702
117.0,116.865105,116.865105,LONG,SL,3706,-512.8918700000007,-1.0,12.971,2016-11-09 09:50:00-05:00,2016-11-09 09:30:00-05:00,1.34895,4.448941944767475,-5474.82818214298,44525.17181785702
117.965,118.10918071428571,118.10918071428571,SHORT,SL,3467,-512.0090364285569,-1.0,12.1345,2016-11-10 09:35:00-05:00,2016-11-10 09:30:00-05:00,1.4418071428571435,1.297219074781459,-5986.837218571537,44013.162781428466
114.99,115.15306071428571,115.15306071428571,SHORT,SL,3066,-510.6751500000179,-1.0,10.731,2016-11-11 09:35:00-05:00,2016-11-11 09:30:00-05:00,1.6306071428571431,1.8051523641807905,-6497.512368571555,43502.48763142845
115.341,115.50728785714286,115.50728785714286,SHORT,SL,3006,-510.3822985714434,-1.0,10.521,2016-11-14 09:35:00-05:00,2016-11-14 09:30:00-05:00,1.6628785714285712,1.4554596188324167,-7007.8946671429985,42992.105332857
115.72,115.56720285714286,115.56720285714286,LONG,SL,3272,-511.4042514285591,-1.0,11.452,2016-12-02 09:35:00-05:00,2016-12-02 09:30:00-05:00,1.5279714285714283,1.076513893466429,-7519.298918571558,42480.701081428444
119.22,119.10063214285714,119.10063214285714,LONG,SL,4188,-514.5705857143062,-1.0,14.658,2016-12-09 09:35:00-05:00,2016-12-09 09:30:00-05:00,1.1936785714285716,1.012783871547794,-8033.8695042858635,41966.13049571414
118.78,118.8978692857143,118.8978692857143,SHORT,SL,4241,-514.7271407143123,-1.0,14.8435,2016-12-12 09:35:00-05:00,2016-12-12 09:30:00-05:00,1.1786928571428572,1.1373499115785,-8548.596645000176,41451.40335499983
120.57,120.44377357142857,120.44377357142857,LONG,SL,3961,-513.8463835714266,-1.0,13.8635,2016-12-15 09:35:00-05:00,2016-12-15 09:30:00-05:00,1.2622642857142858,1.2341201084707962,-9062.443028571603,40937.5569714284
119.62,118.5,119.72218,SHORT,EOD,4893,5463.034500000023,10.96104912898766,17.1255,2016-12-30 09:35:00-05:00,2016-12-30 09:30:00-05:00,1.021799999999999,1.268829936983126,-3599.408528571579,46400.59147142842
119.41,119.30075,119.30075,LONG,SL,4576,-515.9440000000135,-1.0,16.016000000000002,2017-01-03 09:35:00-05:00,2017-01-03 09:30:00-05:00,1.0924999999999991,1.5625403295015328,-4115.352528571592,45884.647471428405
120.13,120.01796428571429,120.01796428571429,LONG,SL,4462,-515.5203571428391,-1.0,15.617,2017-01-04 09:35:00-05:00,2017-01-04 09:30:00-05:00,1.120357142857142,1.0957135240649205,-4630.8728857144315,45369.12711428557
120.41,120.87,120.30439285714286,LONG,EOD,4734,2161.0710000000377,4.355765979033055,16.569,2017-01-05 09:35:00-05:00,2017-01-05 09:30:00-05:00,1.0560714285714272,1.2464947802840765,-2469.801885714394,47530.19811428561
120.69,120.79353571428572,120.79353571428572,SHORT,SL,4829,-516.8754642857047,-1.0,16.9015,2017-01-06 09:35:00-05:00,2017-01-06 09:30:00-05:00,1.0353571428571422,1.1237201352150437,-2986.6773500000986,47013.3226499999
122.15,122.04264285714288,122.04264285714288,LONG,SL,4657,-516.2617142857001,-1.0,16.299500000000002,2017-01-09 09:35:00-05:00,2017-01-09 09:30:00-05:00,1.0735714285714275,1.4437134131103528,-3502.939064285799,46497.0609357142
122.5,122.61,122.3965,LONG,EOD,4830,514.3949999999973,1.062801932367177,16.905,2017-01-10 10:50:00-05:00,2017-01-10 09:30:00-05:00,1.0349999999999986,1.2197311951251475,-2988.5440642858016,47011.4559357142
123.03,123.15,122.92196428571428,LONG,EOD,4628,539.1620000000211,1.1107438016528803,16.198,2017-01-13 09:35:00-05:00,2017-01-13 09:30:00-05:00,1.0803571428571428,1.045197081443058,-2449.3820642857804,47550.61793571422
122.75,122.85704142857143,122.85704142857143,SHORT,SL,4671,-516.3390128571726,-1.0,16.3485,2017-01-18 09:35:00-05:00,2017-01-18 09:30:00-05:00,1.0704142857142869,1.346437725625568,-2965.721077142953,47034.27892285705
125.71,125.80076428571428,125.80076428571428,SHORT,SL,5508,-519.2076857142877,-1.0,19.278,2017-01-27 09:35:00-05:00,2017-01-27 09:30:00-05:00,0.9076428571428578,1.4945434186276745,-3484.928762857241,46515.07123714276
125.1,124.83,125.18323642857142,SHORT,EOD,6006,1600.598999999976,3.243772043490669,21.021,2017-01-30 09:35:00-05:00,2017-01-30 09:30:00-05:00,0.8323642857142863,1.328213872278592,-1884.329762857265,48115.67023714274
124.32,124.41087928571427,124.41087928571427,SHORT,SL,5501,-519.180450714254,-1.0,19.2535,2017-01-31 09:40:00-05:00,2017-01-31 09:30:00-05:00,0.9087928571428584,1.26511174342255,-2403.5102135715188,47596.48978642848
125.57,125.478335,125.478335,LONG,SL,5454,-519.0299100000333,-1.0,19.089,2017-02-01 09:35:00-05:00,2017-02-01 09:30:00-05:00,0.9166500000000012,1.5672486902397167,-2922.540123571552,47077.459876428446
124.89,124.98215785714284,124.98215785714284,SHORT,SL,5425,-518.9438749999676,-1.0,18.9875,2017-02-02 09:35:00-05:00,2017-02-02 09:30:00-05:00,0.9215785714285728,1.5202710350163051,-3441.48399857152,46558.51600142848
127.83,128.1,127.74662428571428,LONG,EOD,5996,1597.933999999976,3.2383530661551188,20.986,2017-02-13 09:40:00-05:00,2017-02-13 09:30:00-05:00,0.8337571428571441,1.0803906051754202,-1843.5499985715437,48156.45000142846
127.96,128.03812357142857,128.03812357142857,SHORT,SL,6400,-522.3908571428932,-1.0,22.4,2017-02-14 10:00:00-05:00,2017-02-14 09:30:00-05:00,0.7812357142857148,1.1843475662683778,-2365.940855714437,47634.059144285566
130.51,130.01,130.58181428571427,SHORT,EOD,6962,3456.633,6.962403023672503,24.367,2017-02-23 09:35:00-05:00,2017-02-23 09:30:00-05:00,0.7181428571428583,1.0523378558810073,1090.6921442855628,51090.69214428556
130.72,130.79852857142856,130.79852857142856,SHORT,SL,6367,-522.2759142856638,-1.0,22.2845,2017-03-01 09:35:00-05:00,2017-03-01 09:30:00-05:00,0.7852857142857123,1.5154957520649142,568.416229999899,50568.4162299999
131.35,131.43502142857142,131.43502142857142,SHORT,SL,5880,-520.5059999999675,-1.0,20.58,2017-03-10 09:35:00-05:00,2017-03-10 09:30:00-05:00,0.8502142857142851,1.3289791225117968,47.910229999931516,50047.91022999993
131.75,131.83370714285715,131.83370714285715,SHORT,SL,5973,-520.8882642857601,-1.0,20.9055,2017-03-17 09:40:00-04:00,2017-03-17 09:30:00-04:00,0.8370714285714281,3.1712409802144066,-472.9780342858286,49527.02196571417
130.09,130.00157928571429,130.00157928571429,LONG,SL,5654,-519.7197185714488,-1.0,19.789,2017-03-22 09:35:00-04:00,2017-03-22 09:30:00-04:00,0.884207142857144,1.88787313520478,-992.6977528572774,49007.302247142725
129.81,130.85,129.7166792857143,LONG,EOD,5357,5552.530499999957,11.144363906344909,18.7495,2017-03-27 09:50:00-04:00,2017-03-27 09:30:00-04:00,0.9332071428571443,1.8350160252659304,4559.83274714268,54559.83274714268
132.36,132.25603642857143,132.25603642857143,LONG,SL,4809,-516.7923150000382,-1.0,16.831500000000002,2017-03-30 09:40:00-04:00,2017-03-30 09:30:00-04:00,1.0396357142857124,1.020438247502246,4043.0404321426417,54043.04043214264
132.63,132.527715,132.527715,LONG,SL,4888,-517.0770799999748,-1.0,17.108,2017-04-03 09:35:00-04:00,2017-04-03 09:30:00-04:00,1.0228500000000014,1.2113265679108551,3525.9633521426667,53525.963352142666
132.055,131.9536885714286,131.9536885714286,LONG,SL,4935,-517.2443999999624,-1.0,17.2725,2017-04-11 09:35:00-04:00,2017-04-11 09:30:00-04:00,1.0131142857142843,1.3098301680884024,3008.7189521427044,53008.718952142706
130.8598,130.75509571428572,130.75509571428572,LONG,SL,4775,-516.6754642857406,-1.0,16.7125,2017-04-13 09:35:00-04:00,2017-04-13 09:30:00-04:00,1.0470428571428556,1.009799850849459,2492.043487856964,52492.043487856965
130.9653,130.86081,130.86081,LONG,SL,4785,-516.7321499999924,-1.0,16.7475,2017-04-17 09:35:00-04:00,2017-04-17 09:30:00-04:00,1.0448999999999984,1.0789347770516948,1975.3113378569715,51975.31133785697
131.25,131.14943857142856,131.14943857142856,LONG,SL,4972,-517.3934228571932,-1.0,17.402,2017-04-18 09:35:00-04:00,2017-04-18 09:30:00-04:00,1.0056142857142851,1.260463042470059,1457.9179149997783,51457.91791499978
132.045,131.94993857142856,131.94993857142856,LONG,SL,5259,-518.3345528571327,-1.0,18.4065,2017-04-19 09:40:00-04:00,2017-04-19 09:30:00-04:00,0.9506142857142866,1.8702863777572072,939.5833621426456,50939.58336214264
133.88,133.98274,133.98274,SHORT,SL,4866,-516.9638400000554,-1.0,17.031,2017-04-24 09:35:00-04:00,2017-04-24 09:30:00-04:00,1.027399999999998,2.375261885679385,422.6195221425902,50422.61952214259
134.6,135.13,134.49372428571428,LONG,EOD,4704,2476.6560000000054,4.9870283494414505,16.464,2017-04-25 09:35:00-04:00,2017-04-25 09:30:00-04:00,1.0627571428571412,1.2116606623652415,2899.2755221425955,52899.2755221426
136.17,135.975,136.27321428571426,SHORT,EOD,4844,927.625999999967,1.8892733564015496,16.954,2017-04-28 09:35:00-04:00,2017-04-28 09:30:00-04:00,1.0321428571428544,1.1993817316648652,3826.9015221425625,53826.901522142565
136.95,137.04686714285714,137.04686714285714,SHORT,SL,5161,-517.9948242857496,-1.0,18.0635,2017-05-03 09:35:00-04:00,2017-05-03 09:30:00-04:00,0.968671428571426,1.3103260331166764,3308.906697856813,53308.906697856815
138.15,138.05938285714285,138.05938285714285,LONG,SL,5517,-519.2442771429262,-1.0,19.3095,2017-05-09 09:35:00-04:00,2017-05-09 09:30:00-04:00,0.906171428571424,1.0426780947570242,2789.6624207138866,52789.66242071389
139.24,139.31234285714285,139.31234285714285,SHORT,SL,6911,-524.1499857141868,-1.0,24.1885,2017-05-16 09:35:00-04:00,2017-05-16 09:30:00-04:00,0.7234285714285684,1.316902476877589,2265.5124349997,52265.5124349997
138.67,138.59944285714283,138.59944285714283,LONG,SL,7086,-524.768914285797,-1.0,24.801,2017-05-17 09:35:00-04:00,2017-05-17 09:30:00-04:00,0.7055714285714255,2.300206060236241,1740.7435207139029,51740.743520713906
136.32,137.26,136.22815714285713,LONG,EOD,5444,5098.305999999988,10.234873230672624,19.054,2017-05-18 09:35:00-04:00,2017-05-18 09:30:00-04:00,0.9184285714285656,1.7475890689342322,6839.04952071389,56839.04952071389
137.92,137.82190714285713,137.82190714285713,LONG,SL,5097,-517.8187928571534,-1.0,17.8395,2017-05-19 09:35:00-04:00,2017-05-19 09:30:00-04:00,0.9809285714285656,1.2180529401702558,6321.230727856737,56321.23072785674
143.36,143.245215,143.245215,LONG,SL,4355,-515.1311750000518,-1.0,15.2425,2017-06-07 09:35:00-04:00,2017-06-07 09:30:00-04:00,1.1478500000000014,1.2212941927534586,5806.0995528566855,55806.099552856685
143.56,143.58,143.6620707142857,SHORT,EOD,4898,-115.10300000005012,0.1959425888215991,17.143,2017-06-08 09:35:00-04:00,2017-06-08 09:30:00-04:00,1.020707142857144,1.221261428224101,5690.996552856635,55690.99655285664
138.12,138.24738,138.24738,SHORT,SL,3925,-513.7039999999531,-1.0,13.7375,2017-06-12 09:35:00-04:00,2017-06-12 09:30:00-04:00,1.2738000000000025,6.986707687846187,5177.292552856682,55177.292552856685
140.307,140.16860785714283,140.16860785714283,LONG,SL,3612,-512.5144200000506,-1.0,12.642,2017-06-13 09:35:00-04:00,2017-06-13 09:30:00-04:00,1.3839214285714323,2.229823331636136,4664.778132856632,54664.778132856634
