Capitale Iniziale,Capitale Finale,Profitto Totale,Rendimento Totale (%),Numero di Trade,Trade Vincenti,Trade Perdenti,Win Rate (%),Media Trade Vincenti,Massimo Trade Vincente,Media Trade Perdenti,Massima Perdita,Profit Factor,Uscite SL,Uscite TP,Uscite EOD,Trade LONG,Trade SHORT,R:R Medio,Commissioni Totali,Max Drawdown (%),Sharpe Ratio,Buy & Hold Return (%),Capitale finale Buy & Hold,Excess Return vs Buy & Hold (%),Max Trade Vincenti Consecutivi,Media Trade Vincenti Consecutivi,Max Trade Perdenti Consecutivi,Media Trade Perdenti Consecutivi
"$50,000.00","$453,462.25","$403,462.25",806.92,2195,445,1750,20.27,"$2,890.75","$4,998.13",$-504.53,$-524.77,1.46,1740 (79.3%),116 (5.3%),339 (15.4%),1141 (52.0%),1054 (48.0%),1.97,"$13,931.55",-14.96,1.63,395.89,$247943.99,411.04,4,1.23,29,4.82
