symbol,timestamp,open,high,low,close,volume,trade_count,vwap,time,candle_direction,trading_day
QQQ,2024-02-16 15:05:00-05:00,431.25,431.47,431.18,431.36,310365.0,3312.0,431.319204,15:05:00,bullish,2024-02-16
QQQ,2024-02-16 15:10:00-05:00,431.34,431.44,430.94,431.295,450660.0,5312.0,431.115827,15:10:00,bearish,2024-02-16
QQQ,2024-02-16 15:15:00-05:00,431.3,431.5025,431.06,431.46,421758.0,4330.0,431.32883,15:15:00,bullish,2024-02-16
QQQ,2024-02-16 15:20:00-05:00,431.45,431.78,431.26,431.65,532890.0,5082.0,431.590284,15:20:00,bullish,2024-02-16
QQQ,2024-02-16 15:25:00-05:00,431.66,431.74,431.47,431.57,361994.0,3892.0,431.609169,15:25:00,bearish,2024-02-16
QQQ,2024-02-16 15:30:00-05:00,431.57,431.71,431.22,431.53,406947.0,4551.0,431.465668,15:30:00,bearish,2024-02-16
QQQ,2024-02-16 15:35:00-05:00,431.55,431.58,431.065,431.14,1596561.0,4159.0,431.279724,15:35:00,bearish,2024-02-16
QQQ,2024-02-16 15:40:00-05:00,431.15,431.15,430.6,430.73,599975.0,6591.0,430.816106,15:40:00,bearish,2024-02-16
QQQ,2024-02-16 15:45:00-05:00,430.74,430.98,430.1,430.185,788004.0,7446.0,430.596173,15:45:00,bearish,2024-02-16
QQQ,2024-02-16 15:50:00-05:00,430.18,430.78,429.99,430.5,1244037.0,11171.0,430.337015,15:50:00,bullish,2024-02-16
QQQ,2024-02-16 15:55:00-05:00,430.5,430.722,430.38,430.59,2217455.0,15043.0,430.5247,15:55:00,bullish,2024-02-16
QQQ,2024-02-20 09:30:00-05:00,428.54,430.08,428.26,429.07,1721051.0,20532.0,429.165033,09:30:00,bullish,2024-02-20
QQQ,2024-02-20 09:35:00-05:00,429.075,429.3499,427.53,427.744,1345482.0,14857.0,428.359942,09:35:00,bearish,2024-02-20
QQQ,2024-02-20 09:40:00-05:00,427.78,427.78,426.07,426.61,1663027.0,17011.0,426.650316,09:40:00,bearish,2024-02-20
QQQ,2024-02-20 09:45:00-05:00,426.59,427.09,426.32,426.59,910227.0,9554.0,426.698864,09:45:00,bearish,2024-02-20
QQQ,2024-02-20 09:50:00-05:00,426.6,426.62,425.69,426.15,1274408.0,12799.0,426.085132,09:50:00,bearish,2024-02-20
QQQ,2024-02-20 09:55:00-05:00,426.1713,426.63,426.1,426.16,744856.0,8022.0,426.357433,09:55:00,bearish,2024-02-20
QQQ,2024-02-20 10:00:00-05:00,426.14,426.22,425.3001,425.61,1114192.0,12002.0,425.717988,10:00:00,bearish,2024-02-20
QQQ,2024-02-20 10:05:00-05:00,425.57,425.99,425.41,425.47,672288.0,8337.0,425.703854,10:05:00,bearish,2024-02-20
QQQ,2024-02-20 10:10:00-05:00,425.45,425.66,424.85,425.05,1097270.0,13973.0,425.256377,10:10:00,bearish,2024-02-20
QQQ,2024-02-20 10:15:00-05:00,425.05,425.79,425.0,425.35,775282.0,7587.0,425.406857,10:15:00,bullish,2024-02-20
QQQ,2024-02-20 10:20:00-05:00,425.3,425.66,424.97,425.19,428434.0,6055.0,425.27645,10:20:00,bearish,2024-02-20
QQQ,2024-02-20 10:25:00-05:00,425.19,425.38,424.72,424.85,711135.0,9424.0,425.03943,10:25:00,bearish,2024-02-20
QQQ,2024-02-20 10:30:00-05:00,424.85,425.118,424.21,424.78,935699.0,12004.0,424.552219,10:30:00,bearish,2024-02-20
QQQ,2024-02-20 10:35:00-05:00,424.78,425.06,424.7733,424.934,424237.0,6653.0,424.919341,10:35:00,bullish,2024-02-20
QQQ,2024-02-20 10:40:00-05:00,424.93,425.41,424.91,425.27,547098.0,7268.0,425.175613,10:40:00,bullish,2024-02-20
QQQ,2024-02-20 10:45:00-05:00,425.26,425.81,425.19,425.66,675718.0,8644.0,425.644311,10:45:00,bullish,2024-02-20
QQQ,2024-02-20 10:50:00-05:00,425.62,426.27,425.55,425.98,797227.0,9986.0,425.993831,10:50:00,bullish,2024-02-20
QQQ,2024-02-20 10:55:00-05:00,425.98,426.5,425.96,426.45,558924.0,7074.0,426.282511,10:55:00,bullish,2024-02-20
QQQ,2024-02-20 11:00:00-05:00,426.45,427.02,426.37,426.73,895497.0,9419.0,426.812309,11:00:00,bullish,2024-02-20
QQQ,2024-02-20 11:05:00-05:00,426.72,426.92,426.23,426.27,613242.0,7194.0,426.507359,11:05:00,bearish,2024-02-20
QQQ,2024-02-20 11:10:00-05:00,426.285,426.46,426.041,426.22,536238.0,5849.0,426.252492,11:10:00,bearish,2024-02-20
QQQ,2024-02-20 11:15:00-05:00,426.22,426.6,426.19,426.23,359318.0,5507.0,426.356195,11:15:00,bullish,2024-02-20
QQQ,2024-02-20 11:20:00-05:00,426.23,426.41,425.98,426.39,321362.0,4644.0,426.177847,11:20:00,bullish,2024-02-20
QQQ,2024-02-20 11:25:00-05:00,426.379,426.54,426.17,426.4,323904.0,4727.0,426.373845,11:25:00,bullish,2024-02-20
QQQ,2024-02-20 11:30:00-05:00,426.41,426.42,425.3,425.44,647811.0,7545.0,425.721419,11:30:00,bearish,2024-02-20
QQQ,2024-02-20 11:35:00-05:00,425.44,425.739,425.2,425.6199,438616.0,6332.0,425.480208,11:35:00,bullish,2024-02-20
QQQ,2024-02-20 11:40:00-05:00,425.6,425.89,425.5098,425.79,346206.0,4235.0,425.667979,11:40:00,bullish,2024-02-20
QQQ,2024-02-20 11:45:00-05:00,425.79,425.97,425.67,425.68,267365.0,3122.0,425.799753,11:45:00,bearish,2024-02-20
QQQ,2024-02-20 11:50:00-05:00,425.695,425.78,425.23,425.23,335677.0,3630.0,425.532038,11:50:00,bearish,2024-02-20
QQQ,2024-02-20 11:55:00-05:00,425.24,425.26,424.7413,424.77,556830.0,6016.0,424.985346,11:55:00,bearish,2024-02-20
QQQ,2024-02-20 12:00:00-05:00,424.77,424.95,424.33,424.5038,548704.0,5813.0,424.594577,12:00:00,bearish,2024-02-20
QQQ,2024-02-20 12:05:00-05:00,424.48,424.5999,424.08,424.12,557180.0,5664.0,424.28081,12:05:00,bearish,2024-02-20
QQQ,2024-02-20 12:10:00-05:00,424.12,424.465,424.0,424.12,415625.0,4528.0,424.239138,12:10:00,bearish,2024-02-20
QQQ,2024-02-20 12:15:00-05:00,424.15,424.1882,423.655,423.82,557082.0,6400.0,423.905489,12:15:00,bearish,2024-02-20
QQQ,2024-02-20 12:20:00-05:00,423.82,424.0604,423.665,423.75,348503.0,4095.0,423.877464,12:20:00,bearish,2024-02-20
QQQ,2024-02-20 12:25:00-05:00,423.76,424.02,423.745,423.99,513708.0,5656.0,423.922058,12:25:00,bullish,2024-02-20
QQQ,2024-02-20 12:30:00-05:00,424.0,424.5,423.96,424.5,494361.0,5276.0,424.289792,12:30:00,bullish,2024-02-20
QQQ,2024-02-20 12:35:00-05:00,424.51,424.52,423.5,423.5399,575576.0,5447.0,423.970702,12:35:00,bearish,2024-02-20
QQQ,2024-02-20 12:40:00-05:00,423.535,424.67,423.53,424.59,514031.0,4988.0,424.150852,12:40:00,bullish,2024-02-20
QQQ,2024-02-20 12:45:00-05:00,424.59,424.77,424.34,424.38,418783.0,4263.0,424.574373,12:45:00,bearish,2024-02-20
QQQ,2024-02-20 12:50:00-05:00,424.38,424.91,424.21,424.83,390969.0,3943.0,424.643115,12:50:00,bullish,2024-02-20
QQQ,2024-02-20 12:55:00-05:00,424.84,425.01,424.55,424.74,347484.0,3375.0,424.817236,12:55:00,bearish,2024-02-20
QQQ,2024-02-20 13:00:00-05:00,424.74,424.8999,424.38,424.45,361771.0,4194.0,424.693388,13:00:00,bearish,2024-02-20
QQQ,2024-02-20 13:05:00-05:00,424.44,424.72,424.29,424.63,307330.0,3479.0,424.535361,13:05:00,bullish,2024-02-20
QQQ,2024-02-20 13:10:00-05:00,424.6,424.77,424.43,424.6931,356285.0,3869.0,424.552963,13:10:00,bullish,2024-02-20
QQQ,2024-02-20 13:15:00-05:00,424.68,424.92,424.18,424.891,373746.0,4031.0,424.424045,13:15:00,bullish,2024-02-20
QQQ,2024-02-20 13:20:00-05:00,424.895,425.4401,424.86,425.23,1235019.0,4423.0,425.170434,13:20:00,bullish,2024-02-20
QQQ,2024-02-20 13:25:00-05:00,425.23,425.29,424.27,424.462,521073.0,5234.0,424.708419,13:25:00,bearish,2024-02-20
QQQ,2024-02-20 13:30:00-05:00,424.4603,424.61,424.06,424.389,414583.0,4897.0,424.34574,13:30:00,bearish,2024-02-20
QQQ,2024-02-20 13:35:00-05:00,424.385,424.51,424.205,424.4699,265517.0,3174.0,424.364885,13:35:00,bullish,2024-02-20
QQQ,2024-02-20 13:40:00-05:00,424.45,425.06,424.3728,424.96,309196.0,3618.0,424.854666,13:40:00,bullish,2024-02-20
QQQ,2024-02-20 13:45:00-05:00,424.96,425.16,424.84,424.89,380847.0,2592.0,425.01019,13:45:00,bearish,2024-02-20
QQQ,2024-02-20 13:50:00-05:00,424.9,425.19,424.78,424.96,330348.0,3424.0,424.983429,13:50:00,bullish,2024-02-20
QQQ,2024-02-20 13:55:00-05:00,424.965,425.449,424.9601,425.405,328929.0,3166.0,425.303123,13:55:00,bullish,2024-02-20
QQQ,2024-02-20 14:00:00-05:00,425.42,425.54,424.9499,424.97,425108.0,4212.0,425.214629,14:00:00,bearish,2024-02-20
QQQ,2024-02-20 14:05:00-05:00,424.97,425.39,424.94,425.34,301108.0,3032.0,425.244134,14:05:00,bullish,2024-02-20
QQQ,2024-02-20 14:10:00-05:00,425.34,425.51,425.2024,425.31,403250.0,2830.0,425.359334,14:10:00,bearish,2024-02-20
QQQ,2024-02-20 14:15:00-05:00,425.31,425.77,424.78,425.6905,530788.0,5689.0,425.132796,14:15:00,bullish,2024-02-20
QQQ,2024-02-20 14:20:00-05:00,425.7,425.705,424.91,425.1101,418864.0,4495.0,425.285325,14:20:00,bearish,2024-02-20
QQQ,2024-02-20 14:25:00-05:00,425.11,425.645,424.87,425.63,383019.0,4110.0,425.298238,14:25:00,bullish,2024-02-20
QQQ,2024-02-20 14:30:00-05:00,425.63,425.68,425.24,425.28,475250.0,4238.0,425.491617,14:30:00,bearish,2024-02-20
QQQ,2024-02-20 14:35:00-05:00,425.27,425.64,425.235,425.57,271625.0,3344.0,425.453395,14:35:00,bullish,2024-02-20
QQQ,2024-02-20 14:40:00-05:00,425.56,425.98,425.53,425.69,445003.0,4631.0,425.801376,14:40:00,bullish,2024-02-20
QQQ,2024-02-20 14:45:00-05:00,425.68,426.36,425.65,426.35,467168.0,4997.0,426.033603,14:45:00,bullish,2024-02-20
QQQ,2024-02-20 14:50:00-05:00,426.35,426.5,425.97,426.02,430149.0,4475.0,426.201584,14:50:00,bearish,2024-02-20
QQQ,2024-02-20 14:55:00-05:00,426.03,426.44,426.03,426.33,330484.0,3697.0,426.263223,14:55:00,bullish,2024-02-20
QQQ,2024-02-20 15:00:00-05:00,426.34,426.44,425.915,426.06,359816.0,4070.0,426.16615,15:00:00,bearish,2024-02-20
QQQ,2024-02-20 15:05:00-05:00,426.05,426.71,426.03,426.68,341085.0,3821.0,426.404204,15:05:00,bullish,2024-02-20
QQQ,2024-02-20 15:10:00-05:00,426.695,426.87,426.38,426.38,414053.0,4124.0,426.684776,15:10:00,bearish,2024-02-20
QQQ,2024-02-20 15:15:00-05:00,426.41,426.745,426.285,426.4,487951.0,3157.0,426.54891,15:15:00,bearish,2024-02-20
QQQ,2024-02-20 15:20:00-05:00,426.405,426.7001,426.19,426.36,361591.0,3901.0,426.449649,15:20:00,bearish,2024-02-20
QQQ,2024-02-20 15:25:00-05:00,426.36,426.8699,426.32,426.71,350009.0,3734.0,426.65551,15:25:00,bullish,2024-02-20
QQQ,2024-02-20 15:30:00-05:00,426.72,426.83,425.39,425.615,1359192.0,11472.0,425.978343,15:30:00,bearish,2024-02-20
QQQ,2024-02-20 15:35:00-05:00,425.615,426.1747,425.38,425.85,1143107.0,9840.0,425.759328,15:35:00,bullish,2024-02-20
QQQ,2024-02-20 15:40:00-05:00,425.83,426.36,425.79,426.335,584242.0,6408.0,426.116677,15:40:00,bullish,2024-02-20
QQQ,2024-02-20 15:45:00-05:00,426.33,426.7813,426.3,426.585,731252.0,7717.0,426.578364,15:45:00,bullish,2024-02-20
QQQ,2024-02-20 15:50:00-05:00,426.58,426.965,426.38,426.71,1270882.0,12980.0,426.630538,15:50:00,bullish,2024-02-20
QQQ,2024-02-20 15:55:00-05:00,426.71,427.36,426.51,427.33,2985520.0,19587.0,426.866716,15:55:00,bullish,2024-02-20
QQQ,2024-02-21 09:30:00-05:00,424.55,424.96,423.82,424.75,1486244.0,15733.0,424.3574,09:30:00,bullish,2024-02-21
QQQ,2024-02-21 09:35:00-05:00,424.76,424.94,424.34,424.7,545491.0,6178.0,424.656836,09:35:00,bearish,2024-02-21
QQQ,2024-02-21 09:40:00-05:00,424.68,424.79,423.6199,423.905,679676.0,7880.0,424.03973,09:40:00,bearish,2024-02-21
QQQ,2024-02-21 09:45:00-05:00,423.9,424.14,423.445,423.77,826172.0,8869.0,423.848901,09:45:00,bearish,2024-02-21
QQQ,2024-02-21 09:50:00-05:00,423.78,424.07,423.4501,423.9599,620535.0,7187.0,423.756833,09:50:00,bullish,2024-02-21
QQQ,2024-02-21 09:55:00-05:00,423.93,424.515,423.8479,424.06,443378.0,5092.0,424.161099,09:55:00,bullish,2024-02-21
QQQ,2024-02-21 10:00:00-05:00,424.04,425.2999,423.78,425.24,755634.0,8138.0,424.503933,10:00:00,bullish,2024-02-21
QQQ,2024-02-21 10:05:00-05:00,425.23,425.23,424.48,424.78,462764.0,5778.0,424.850612,10:05:00,bearish,2024-02-21
QQQ,2024-02-21 10:10:00-05:00,424.76,424.94,424.52,424.58,360300.0,4211.0,424.727006,10:10:00,bearish,2024-02-21
QQQ,2024-02-21 10:15:00-05:00,424.57,425.109,424.49,424.62,441066.0,5525.0,424.859551,10:15:00,bullish,2024-02-21
QQQ,2024-02-21 10:20:00-05:00,424.605,424.98,424.445,424.71,391500.0,5843.0,424.717907,10:20:00,bullish,2024-02-21
QQQ,2024-02-21 10:25:00-05:00,424.72,424.8,424.0,424.05,507137.0,6534.0,424.324534,10:25:00,bearish,2024-02-21
QQQ,2024-02-21 10:30:00-05:00,424.05,424.2892,423.58,423.99,433572.0,6200.0,423.933946,10:30:00,bearish,2024-02-21
QQQ,2024-02-21 10:35:00-05:00,423.99,424.36,423.8201,424.01,415197.0,5737.0,424.098645,10:35:00,bullish,2024-02-21
QQQ,2024-02-21 10:40:00-05:00,424.0399,424.33,423.67,423.84,296701.0,5406.0,424.030648,10:40:00,bearish,2024-02-21
QQQ,2024-02-21 10:45:00-05:00,423.84,424.34,423.62,424.24,351273.0,5283.0,423.964071,10:45:00,bullish,2024-02-21
QQQ,2024-02-21 10:50:00-05:00,424.22,424.251,423.899,424.11,369679.0,3746.0,424.062947,10:50:00,bearish,2024-02-21
QQQ,2024-02-21 10:55:00-05:00,424.11,424.2898,423.89,423.92,691409.0,3592.0,424.13277,10:55:00,bearish,2024-02-21
QQQ,2024-02-21 11:00:00-05:00,423.94,424.41,423.9,424.0669,562066.0,5274.0,424.193059,11:00:00,bullish,2024-02-21
QQQ,2024-02-21 11:05:00-05:00,424.06,424.77,423.89,424.5901,366866.0,5819.0,424.414704,11:05:00,bullish,2024-02-21
QQQ,2024-02-21 11:10:00-05:00,424.59,425.08,424.525,425.04,492178.0,5275.0,424.83576,11:10:00,bullish,2024-02-21
QQQ,2024-02-21 11:15:00-05:00,425.0321,425.13,424.561,424.84,293305.0,4369.0,424.790614,11:15:00,bearish,2024-02-21
QQQ,2024-02-21 11:20:00-05:00,424.85,424.98,424.7,424.75,282414.0,3266.0,424.874251,11:20:00,bearish,2024-02-21
QQQ,2024-02-21 11:25:00-05:00,424.75,424.81,424.36,424.445,309419.0,3764.0,424.55812,11:25:00,bearish,2024-02-21
QQQ,2024-02-21 11:30:00-05:00,424.46,424.655,424.22,424.39,386258.0,3914.0,424.433911,11:30:00,bearish,2024-02-21
QQQ,2024-02-21 11:35:00-05:00,424.3699,424.64,424.145,424.35,801171.0,2503.0,424.366962,11:35:00,bearish,2024-02-21
QQQ,2024-02-21 11:40:00-05:00,424.37,424.42,424.135,424.29,145844.0,1909.0,424.256679,11:40:00,bearish,2024-02-21
QQQ,2024-02-21 11:45:00-05:00,424.33,424.54,424.07,424.485,1914807.0,2771.0,424.316943,11:45:00,bullish,2024-02-21
QQQ,2024-02-21 11:50:00-05:00,424.51,424.88,424.48,424.84,347725.0,3906.0,424.670928,11:50:00,bullish,2024-02-21
QQQ,2024-02-21 11:55:00-05:00,424.85,424.995,424.765,424.829,244715.0,3179.0,424.879925,11:55:00,bearish,2024-02-21
QQQ,2024-02-21 12:00:00-05:00,424.84,424.88,424.25,424.28,606131.0,3300.0,424.56155,12:00:00,bearish,2024-02-21
QQQ,2024-02-21 12:05:00-05:00,424.28,424.28,423.54,423.695,552404.0,5841.0,423.745134,12:05:00,bearish,2024-02-21
QQQ,2024-02-21 12:10:00-05:00,423.71,423.74,423.175,423.44,917087.0,6622.0,423.371074,12:10:00,bearish,2024-02-21
QQQ,2024-02-21 12:15:00-05:00,423.4,423.6,423.2,423.529,340338.0,3643.0,423.406171,12:15:00,bullish,2024-02-21
QQQ,2024-02-21 12:20:00-05:00,423.53,423.685,423.28,423.46,177566.0,2500.0,423.484057,12:20:00,bearish,2024-02-21
QQQ,2024-02-21 12:25:00-05:00,423.45,423.555,423.2901,423.3701,189595.0,2412.0,423.420767,12:25:00,bearish,2024-02-21
QQQ,2024-02-21 12:30:00-05:00,423.39,423.61,423.35,423.37,214442.0,2561.0,423.493856,12:30:00,bearish,2024-02-21
QQQ,2024-02-21 12:35:00-05:00,423.39,423.73,423.28,423.66,267185.0,2815.0,423.529588,12:35:00,bullish,2024-02-21
QQQ,2024-02-21 12:40:00-05:00,423.65,423.73,423.13,423.33,714848.0,3605.0,423.453197,12:40:00,bearish,2024-02-21
QQQ,2024-02-21 12:45:00-05:00,423.34,423.8,423.34,423.7501,322975.0,3066.0,423.636666,12:45:00,bullish,2024-02-21
QQQ,2024-02-21 12:50:00-05:00,423.75,424.04,423.745,424.01,591035.0,3411.0,423.89913,12:50:00,bullish,2024-02-21
QQQ,2024-02-21 12:55:00-05:00,424.02,424.28,423.86,424.145,309764.0,2983.0,424.073691,12:55:00,bullish,2024-02-21
QQQ,2024-02-21 13:00:00-05:00,424.16,424.2,422.95,423.5208,663953.0,7906.0,423.417323,13:00:00,bearish,2024-02-21
QQQ,2024-02-21 13:05:00-05:00,423.52,423.7799,423.28,423.75,338649.0,3712.0,423.499832,13:05:00,bullish,2024-02-21
QQQ,2024-02-21 13:10:00-05:00,423.745,424.17,423.725,423.965,750762.0,4252.0,423.992215,13:10:00,bullish,2024-02-21
QQQ,2024-02-21 13:15:00-05:00,423.98,424.33,423.96,424.11,1640005.0,2861.0,424.170319,13:15:00,bullish,2024-02-21
QQQ,2024-02-21 13:20:00-05:00,424.12,424.1399,423.82,423.96,209498.0,2809.0,423.985513,13:20:00,bearish,2024-02-21
QQQ,2024-02-21 13:25:00-05:00,423.97,423.98,423.54,423.61,311738.0,3391.0,423.737581,13:25:00,bearish,2024-02-21
QQQ,2024-02-21 13:30:00-05:00,423.62,423.84,423.43,423.6,234522.0,3394.0,423.642224,13:30:00,bearish,2024-02-21
QQQ,2024-02-21 13:35:00-05:00,423.605,423.94,423.6,423.74,204027.0,2575.0,423.770082,13:35:00,bullish,2024-02-21
QQQ,2024-02-21 13:40:00-05:00,423.7487,423.83,423.52,423.77,288329.0,2237.0,423.672594,13:40:00,bullish,2024-02-21
QQQ,2024-02-21 13:45:00-05:00,423.74,423.95,423.58,423.76,282524.0,2711.0,423.781377,13:45:00,bullish,2024-02-21
QQQ,2024-02-21 13:50:00-05:00,423.76,423.83,423.495,423.53,133979.0,1839.0,423.692451,13:50:00,bearish,2024-02-21
QQQ,2024-02-21 13:55:00-05:00,423.55,423.71,423.41,423.54,140818.0,1808.0,423.575159,13:55:00,bearish,2024-02-21
QQQ,2024-02-21 14:00:00-05:00,423.54,424.36,422.83,423.8659,910004.0,10061.0,423.554193,14:00:00,bullish,2024-02-21
QQQ,2024-02-21 14:05:00-05:00,423.82,424.12,423.63,423.97,404881.0,4046.0,423.863367,14:05:00,bullish,2024-02-21
QQQ,2024-02-21 14:10:00-05:00,423.97,424.12,423.68,423.69,307428.0,3651.0,423.889756,14:10:00,bearish,2024-02-21
QQQ,2024-02-21 14:15:00-05:00,423.685,423.98,423.31,423.4,366212.0,4024.0,423.551455,14:15:00,bearish,2024-02-21
QQQ,2024-02-21 14:20:00-05:00,423.38,423.624,422.55,422.57,564954.0,6176.0,423.022856,14:20:00,bearish,2024-02-21
QQQ,2024-02-21 14:25:00-05:00,422.57,422.69,422.105,422.545,926951.0,8306.0,422.346849,14:25:00,bearish,2024-02-21
QQQ,2024-02-21 14:30:00-05:00,422.54,422.72,422.34,422.41,270238.0,3569.0,422.536113,14:30:00,bearish,2024-02-21
QQQ,2024-02-21 14:35:00-05:00,422.37,422.52,421.8688,422.155,850378.0,5211.0,422.135198,14:35:00,bearish,2024-02-21
QQQ,2024-02-21 14:40:00-05:00,422.12,422.1394,421.64,421.71,704765.0,4902.0,421.820432,14:40:00,bearish,2024-02-21
QQQ,2024-02-21 14:45:00-05:00,421.72,422.12,421.63,422.0799,415571.0,5382.0,421.858548,14:45:00,bullish,2024-02-21
QQQ,2024-02-21 14:50:00-05:00,422.1,422.27,422.0,422.225,486877.0,5611.0,422.140802,14:50:00,bullish,2024-02-21
QQQ,2024-02-21 14:55:00-05:00,422.2,422.6,422.17,422.4501,544971.0,5313.0,422.46018,14:55:00,bullish,2024-02-21
QQQ,2024-02-21 15:00:00-05:00,422.43,422.57,422.11,422.17,489876.0,4499.0,422.34916,15:00:00,bearish,2024-02-21
QQQ,2024-02-21 15:05:00-05:00,422.18,422.275,421.96,422.02,596749.0,4261.0,422.115843,15:05:00,bearish,2024-02-21
QQQ,2024-02-21 15:10:00-05:00,422.04,422.2853,421.86,422.22,378974.0,4326.0,422.070369,15:10:00,bullish,2024-02-21
QQQ,2024-02-21 15:15:00-05:00,422.22,422.605,421.96,422.24,425431.0,4717.0,422.236023,15:15:00,bullish,2024-02-21
QQQ,2024-02-21 15:20:00-05:00,422.25,422.35,421.87,422.32,354063.0,4199.0,422.13308,15:20:00,bullish,2024-02-21
QQQ,2024-02-21 15:25:00-05:00,422.31,422.8555,422.26,422.76,438903.0,4272.0,422.621787,15:25:00,bullish,2024-02-21
QQQ,2024-02-21 15:30:00-05:00,422.78,423.545,422.76,423.46,565729.0,5958.0,423.190596,15:30:00,bullish,2024-02-21
QQQ,2024-02-21 15:35:00-05:00,423.46,424.51,423.415,424.38,1621426.0,7712.0,424.165475,15:35:00,bullish,2024-02-21
QQQ,2024-02-21 15:40:00-05:00,424.38,424.89,424.34,424.54,521162.0,5674.0,424.550696,15:40:00,bullish,2024-02-21
QQQ,2024-02-21 15:45:00-05:00,424.525,424.78,424.32,424.71,728789.0,5638.0,424.503995,15:45:00,bullish,2024-02-21
QQQ,2024-02-21 15:50:00-05:00,424.72,425.27,424.63,425.11,1099339.0,10659.0,424.949427,15:50:00,bullish,2024-02-21
QQQ,2024-02-21 15:55:00-05:00,425.12,425.7,425.12,425.61,2226895.0,17839.0,425.473143,15:55:00,bullish,2024-02-21
QQQ,2024-02-22 09:30:00-05:00,434.49,435.05,433.71,433.85,2689933.0,25266.0,434.328964,09:30:00,bearish,2024-02-22
QQQ,2024-02-22 09:35:00-05:00,433.86,434.4,433.73,434.4,1260927.0,12280.0,434.05539,09:35:00,bullish,2024-02-22
QQQ,2024-02-22 09:40:00-05:00,434.39,434.76,434.22,434.55,968449.0,9842.0,434.4956,09:40:00,bullish,2024-02-22
QQQ,2024-02-22 09:45:00-05:00,434.62,435.79,434.62,435.68,1468411.0,13040.0,435.40052,09:45:00,bullish,2024-02-22
QQQ,2024-02-22 09:50:00-05:00,435.7,436.285,434.37,434.61,1127528.0,12213.0,435.486299,09:50:00,bearish,2024-02-22
QQQ,2024-02-22 09:55:00-05:00,434.62,435.14,434.62,435.11,731385.0,8718.0,434.91002,09:55:00,bullish,2024-02-22
QQQ,2024-02-22 10:00:00-05:00,435.12,435.53,434.5506,434.81,1071810.0,10428.0,435.0803,10:00:00,bearish,2024-02-22
QQQ,2024-02-22 10:05:00-05:00,434.82,435.79,434.72,435.46,1027098.0,7773.0,435.391464,10:05:00,bullish,2024-02-22
QQQ,2024-02-22 10:10:00-05:00,435.47,435.83,435.14,435.46,970150.0,7046.0,435.446479,10:10:00,bearish,2024-02-22
QQQ,2024-02-22 10:15:00-05:00,435.47,435.81,435.1601,435.3401,730152.0,7886.0,435.476839,10:15:00,bearish,2024-02-22
QQQ,2024-02-22 10:20:00-05:00,435.34,435.52,435.02,435.35,884905.0,8670.0,435.30471,10:20:00,bullish,2024-02-22
QQQ,2024-02-22 10:25:00-05:00,435.34,435.99,435.06,435.98,580974.0,7250.0,435.525791,10:25:00,bullish,2024-02-22
QQQ,2024-02-22 10:30:00-05:00,435.98,436.25,435.83,436.24,698138.0,7776.0,436.025907,10:30:00,bullish,2024-02-22
QQQ,2024-02-22 10:35:00-05:00,436.25,436.39,435.535,435.62,681540.0,9049.0,435.984908,10:35:00,bearish,2024-02-22
QQQ,2024-02-22 10:40:00-05:00,435.65,435.8201,435.3398,435.43,388183.0,5888.0,435.549611,10:40:00,bearish,2024-02-22
QQQ,2024-02-22 10:45:00-05:00,435.41,435.43,434.51,434.62,690408.0,8561.0,434.898533,10:45:00,bearish,2024-02-22
QQQ,2024-02-22 10:50:00-05:00,434.63,435.06,434.53,434.8,741683.0,7058.0,434.753333,10:50:00,bullish,2024-02-22
QQQ,2024-02-22 10:55:00-05:00,434.79,435.039,434.68,434.91,635129.0,6015.0,434.858826,10:55:00,bullish,2024-02-22
QQQ,2024-02-22 11:00:00-05:00,434.93,435.12,434.73,435.03,409272.0,5369.0,434.945616,11:00:00,bullish,2024-02-22
QQQ,2024-02-22 11:05:00-05:00,435.02,435.6199,434.97,435.31,464475.0,5387.0,435.309579,11:05:00,bullish,2024-02-22
QQQ,2024-02-22 11:10:00-05:00,435.33,436.0,435.31,435.8696,418510.0,5347.0,435.745405,11:10:00,bullish,2024-02-22
QQQ,2024-02-22 11:15:00-05:00,435.88,436.41,435.75,436.31,383035.0,4985.0,436.089614,11:15:00,bullish,2024-02-22
QQQ,2024-02-22 11:20:00-05:00,436.32,436.38,435.96,436.3699,399296.0,3962.0,436.189251,11:20:00,bullish,2024-02-22
QQQ,2024-02-22 11:25:00-05:00,436.37,436.39,435.88,435.92,375835.0,4267.0,436.166099,11:25:00,bearish,2024-02-22
QQQ,2024-02-22 11:30:00-05:00,435.93,436.4,435.93,436.35,331254.0,3928.0,436.172293,11:30:00,bullish,2024-02-22
QQQ,2024-02-22 11:35:00-05:00,436.35,436.53,436.01,436.3,373424.0,4336.0,436.337511,11:35:00,bearish,2024-02-22
QQQ,2024-02-22 11:40:00-05:00,436.31,436.5,436.11,436.35,319113.0,3825.0,436.319623,11:40:00,bullish,2024-02-22
QQQ,2024-02-22 11:45:00-05:00,436.36,436.43,435.61,435.94,512110.0,5384.0,435.980821,11:45:00,bearish,2024-02-22
QQQ,2024-02-22 11:50:00-05:00,435.94,436.01,435.67,435.82,306044.0,3799.0,435.843205,11:50:00,bearish,2024-02-22
QQQ,2024-02-22 11:55:00-05:00,435.84,435.97,435.69,435.84,344330.0,3654.0,435.825492,11:55:00,bearish,2024-02-22
QQQ,2024-02-22 12:00:00-05:00,435.85,436.13,435.45,436.08,457849.0,4266.0,435.748293,12:00:00,bullish,2024-02-22
