symbol,timestamp,open,high,low,close,volume,trade_count,vwap,time,candle_direction,trading_day
QQQ,2024-01-02 13:00:00-05:00,402.59,402.64,402.33,402.485,345217.0,3586.0,402.467217,13:00:00,bearish,2024-01-02
QQQ,2024-01-02 13:05:00-05:00,402.5,402.57,402.18,402.27,256070.0,3152.0,402.361162,13:05:00,bearish,2024-01-02
QQQ,2024-01-02 13:10:00-05:00,402.27,402.67,402.22,402.5805,449914.0,4729.0,402.45637,13:10:00,bullish,2024-01-02
QQQ,2024-01-02 13:15:00-05:00,402.5801,402.75,402.52,402.7099,238436.0,2379.0,402.642974,13:15:00,bullish,2024-01-02
QQQ,2024-01-02 13:20:00-05:00,402.72,402.99,402.675,402.93,194487.0,2391.0,402.824981,13:20:00,bullish,2024-01-02
QQQ,2024-01-02 13:25:00-05:00,402.9,403.12,402.83,402.86,362060.0,2979.0,402.949768,13:25:00,bearish,2024-01-02
QQQ,2024-01-02 13:30:00-05:00,402.86,403.06,402.765,403.02,252178.0,3073.0,402.878823,13:30:00,bullish,2024-01-02
QQQ,2024-01-02 13:35:00-05:00,403.01,403.08,402.86,403.03,333035.0,3238.0,402.984561,13:35:00,bullish,2024-01-02
QQQ,2024-01-02 13:40:00-05:00,403.01,403.045,402.77,402.835,272559.0,2690.0,402.910844,13:40:00,bearish,2024-01-02
QQQ,2024-01-02 13:45:00-05:00,402.83,403.05,402.66,402.6899,312949.0,3393.0,402.837322,13:45:00,bearish,2024-01-02
QQQ,2024-01-02 13:50:00-05:00,402.685,402.6995,402.26,402.28,376932.0,4299.0,402.416843,13:50:00,bearish,2024-01-02
QQQ,2024-01-02 13:55:00-05:00,402.29,402.3309,401.8299,402.03,545493.0,5859.0,402.0423,13:55:00,bearish,2024-01-02
QQQ,2024-01-02 14:00:00-05:00,402.03,402.17,401.5901,401.63,567781.0,5402.0,401.909456,14:00:00,bearish,2024-01-02
QQQ,2024-01-02 14:05:00-05:00,401.635,401.74,401.33,401.57,995568.0,6340.0,401.50104,14:05:00,bearish,2024-01-02
QQQ,2024-01-02 14:10:00-05:00,401.57,402.06,401.49,401.91,523352.0,5222.0,401.820191,14:10:00,bullish,2024-01-02
QQQ,2024-01-02 14:15:00-05:00,401.9,401.94,401.72,401.835,327634.0,3077.0,401.822448,14:15:00,bearish,2024-01-02
QQQ,2024-01-02 14:20:00-05:00,401.83,401.94,401.75,401.84,208564.0,2466.0,401.852983,14:20:00,bullish,2024-01-02
QQQ,2024-01-02 14:25:00-05:00,401.83,402.14,401.8115,402.08,281451.0,2918.0,401.981288,14:25:00,bullish,2024-01-02
QQQ,2024-01-02 14:30:00-05:00,402.08,402.27,401.88,402.0199,835774.0,3284.0,402.057189,14:30:00,bearish,2024-01-02
QQQ,2024-01-02 14:35:00-05:00,402.025,402.06,401.725,401.745,252385.0,2167.0,401.88041,14:35:00,bearish,2024-01-02
QQQ,2024-01-02 14:40:00-05:00,401.75,401.86,401.64,401.79,284479.0,3047.0,401.733864,14:40:00,bullish,2024-01-02
QQQ,2024-01-02 14:45:00-05:00,401.77,401.9,401.6,401.635,167804.0,2261.0,401.780216,14:45:00,bearish,2024-01-02
QQQ,2024-01-02 14:50:00-05:00,401.62,401.76,401.22,401.3001,560122.0,5048.0,401.491084,14:50:00,bearish,2024-01-02
QQQ,2024-01-02 14:55:00-05:00,401.31,401.325,400.96,401.02,832443.0,7270.0,401.131912,14:55:00,bearish,2024-01-02
QQQ,2024-01-02 15:00:00-05:00,401.03,401.14,400.27,400.37,2086709.0,15674.0,400.736118,15:00:00,bearish,2024-01-02
QQQ,2024-01-02 15:05:00-05:00,400.37,400.7186,400.325,400.5,1104550.0,7742.0,400.511114,15:05:00,bullish,2024-01-02
QQQ,2024-01-02 15:10:00-05:00,400.49,400.655,400.24,400.32,816337.0,6746.0,400.478476,15:10:00,bearish,2024-01-02
QQQ,2024-01-02 15:15:00-05:00,400.325,400.79,400.28,400.71,1125227.0,8137.0,400.625709,15:15:00,bullish,2024-01-02
QQQ,2024-01-02 15:20:00-05:00,400.71,400.745,400.435,400.69,764252.0,4664.0,400.594689,15:20:00,bearish,2024-01-02
QQQ,2024-01-02 15:25:00-05:00,400.71,400.83,400.53,400.77,471170.0,4394.0,400.682184,15:25:00,bullish,2024-01-02
QQQ,2024-01-02 15:30:00-05:00,400.77,401.0912,400.756,400.845,944055.0,5505.0,400.961023,15:30:00,bullish,2024-01-02
QQQ,2024-01-02 15:35:00-05:00,400.85,400.85,400.5488,400.62,801998.0,5324.0,400.737043,15:35:00,bearish,2024-01-02
QQQ,2024-01-02 15:40:00-05:00,400.61,400.97,400.59,400.905,522381.0,4907.0,400.788375,15:40:00,bullish,2024-01-02
QQQ,2024-01-02 15:45:00-05:00,400.91,401.27,400.91,401.23,629808.0,6179.0,401.075357,15:45:00,bullish,2024-01-02
QQQ,2024-01-02 15:50:00-05:00,401.24,402.09,401.23,401.934,1513068.0,13202.0,401.850121,15:50:00,bullish,2024-01-02
QQQ,2024-01-02 15:55:00-05:00,401.94,402.69,401.94,402.57,2570227.0,19178.0,402.495494,15:55:00,bullish,2024-01-02
QQQ,2024-01-03 09:30:00-05:00,399.93,400.28,399.26,399.99,2259543.0,19345.0,399.794134,09:30:00,bullish,2024-01-03
QQQ,2024-01-03 09:35:00-05:00,399.98,400.49,399.78,400.04,1096022.0,10467.0,400.093597,09:35:00,bullish,2024-01-03
QQQ,2024-01-03 09:40:00-05:00,400.04,400.73,399.94,400.5001,1082537.0,10376.0,400.383151,09:40:00,bullish,2024-01-03
QQQ,2024-01-03 09:45:00-05:00,400.54,400.76,400.12,400.455,993785.0,10545.0,400.442496,09:45:00,bearish,2024-01-03
QQQ,2024-01-03 09:50:00-05:00,400.46,400.75,400.23,400.365,826444.0,8271.0,400.467685,09:50:00,bearish,2024-01-03
QQQ,2024-01-03 09:55:00-05:00,400.37,400.43,399.591,400.07,758907.0,7513.0,399.953428,09:55:00,bearish,2024-01-03
QQQ,2024-01-03 10:00:00-05:00,400.03,401.0,399.75,400.64,1273592.0,11953.0,400.412784,10:00:00,bullish,2024-01-03
QQQ,2024-01-03 10:05:00-05:00,400.7,400.9,399.9,399.9299,705926.0,6562.0,400.412603,10:05:00,bearish,2024-01-03
QQQ,2024-01-03 10:10:00-05:00,399.93,400.01,398.98,398.9967,1036052.0,9845.0,399.292656,10:10:00,bearish,2024-01-03
QQQ,2024-01-03 10:15:00-05:00,399.0,399.22,398.84,399.04,880839.0,7463.0,399.046193,10:15:00,bullish,2024-01-03
QQQ,2024-01-03 10:20:00-05:00,399.03,399.1,398.71,399.08,750662.0,5698.0,398.896109,10:20:00,bullish,2024-01-03
QQQ,2024-01-03 10:25:00-05:00,399.09,399.51,398.89,399.25,821989.0,7146.0,399.25872,10:25:00,bullish,2024-01-03
QQQ,2024-01-03 10:30:00-05:00,399.25,399.43,398.93,399.12,483191.0,5770.0,399.160663,10:30:00,bearish,2024-01-03
QQQ,2024-01-03 10:35:00-05:00,399.125,399.32,398.4,398.505,674237.0,8112.0,398.766799,10:35:00,bearish,2024-01-03
QQQ,2024-01-03 10:40:00-05:00,398.4901,399.2,398.41,398.99,815491.0,6815.0,398.854031,10:40:00,bullish,2024-01-03
QQQ,2024-01-03 10:45:00-05:00,398.99,399.1299,398.71,398.84,511445.0,6422.0,398.89866,10:45:00,bearish,2024-01-03
QQQ,2024-01-03 10:50:00-05:00,398.82,399.37,398.795,399.1242,568215.0,6642.0,399.115004,10:50:00,bullish,2024-01-03
QQQ,2024-01-03 10:55:00-05:00,399.12,399.71,398.97,399.6201,1117496.0,6521.0,399.465325,10:55:00,bullish,2024-01-03
QQQ,2024-01-03 11:00:00-05:00,399.63,400.18,399.63,399.9399,888661.0,9123.0,399.977189,11:00:00,bullish,2024-01-03
QQQ,2024-01-03 11:05:00-05:00,399.94,400.03,399.56,399.685,439911.0,5051.0,399.76907,11:05:00,bearish,2024-01-03
QQQ,2024-01-03 11:10:00-05:00,399.7,399.96,399.51,399.64,311688.0,3678.0,399.717167,11:10:00,bearish,2024-01-03
QQQ,2024-01-03 11:15:00-05:00,399.63,399.93,399.45,399.53,282802.0,3398.0,399.64117,11:15:00,bearish,2024-01-03
QQQ,2024-01-03 11:20:00-05:00,399.56,399.73,399.38,399.46,501204.0,3263.0,399.619501,11:20:00,bearish,2024-01-03
QQQ,2024-01-03 11:25:00-05:00,399.465,399.84,399.3623,399.52,459342.0,3507.0,399.554483,11:25:00,bullish,2024-01-03
QQQ,2024-01-03 11:30:00-05:00,399.51,399.78,399.4399,399.519,248695.0,3078.0,399.597147,11:30:00,bullish,2024-01-03
QQQ,2024-01-03 11:35:00-05:00,399.52,399.6101,399.045,399.08,363338.0,3046.0,399.241654,11:35:00,bearish,2024-01-03
QQQ,2024-01-03 11:40:00-05:00,399.105,399.225,398.7812,399.2,409711.0,4406.0,398.987907,11:40:00,bullish,2024-01-03
QQQ,2024-01-03 11:45:00-05:00,399.21,399.3299,399.04,399.14,533948.0,3529.0,399.197286,11:45:00,bearish,2024-01-03
QQQ,2024-01-03 11:50:00-05:00,399.16,399.25,398.93,399.05,279349.0,3092.0,399.039274,11:50:00,bearish,2024-01-03
QQQ,2024-01-03 11:55:00-05:00,399.05,399.115,398.74,398.84,403332.0,3587.0,398.937522,11:55:00,bearish,2024-01-03
QQQ,2024-01-03 12:00:00-05:00,398.85,399.06,398.6603,399.05,338276.0,3685.0,398.858159,12:00:00,bullish,2024-01-03
QQQ,2024-01-03 12:05:00-05:00,399.04,399.19,398.71,398.77,492520.0,3178.0,399.014563,12:05:00,bearish,2024-01-03
QQQ,2024-01-03 12:10:00-05:00,398.76,398.85,398.59,398.7,521969.0,3527.0,398.723211,12:10:00,bearish,2024-01-03
QQQ,2024-01-03 12:15:00-05:00,398.71,398.845,398.53,398.565,257748.0,2962.0,398.677366,12:15:00,bearish,2024-01-03
QQQ,2024-01-03 12:20:00-05:00,398.56,398.83,398.55,398.8,202384.0,2446.0,398.645155,12:20:00,bullish,2024-01-03
QQQ,2024-01-03 12:25:00-05:00,398.8,399.265,398.74,399.26,505782.0,5107.0,399.045974,12:25:00,bullish,2024-01-03
QQQ,2024-01-03 12:30:00-05:00,399.25,399.38,399.0999,399.26,404505.0,4224.0,399.266178,12:30:00,bullish,2024-01-03
QQQ,2024-01-03 12:35:00-05:00,399.27,399.45,399.21,399.29,216294.0,2440.0,399.322892,12:35:00,bullish,2024-01-03
QQQ,2024-01-03 12:40:00-05:00,399.29,399.48,399.13,399.25,255094.0,2716.0,399.336007,12:40:00,bearish,2024-01-03
QQQ,2024-01-03 12:45:00-05:00,399.26,399.39,399.21,399.34,154952.0,2474.0,399.313149,12:45:00,bullish,2024-01-03
QQQ,2024-01-03 12:50:00-05:00,399.34,399.41,399.2601,399.33,145964.0,1952.0,399.332994,12:50:00,bearish,2024-01-03
QQQ,2024-01-03 12:55:00-05:00,399.34,399.87,399.32,399.76,375114.0,4095.0,399.675234,12:55:00,bullish,2024-01-03
QQQ,2024-01-03 13:00:00-05:00,399.75,400.22,399.675,399.83,598306.0,5296.0,399.903739,13:00:00,bullish,2024-01-03
QQQ,2024-01-03 13:05:00-05:00,399.82,399.88,399.635,399.71,192533.0,2076.0,399.770808,13:05:00,bearish,2024-01-03
QQQ,2024-01-03 13:10:00-05:00,399.71,399.9299,399.635,399.705,218325.0,2243.0,399.776232,13:10:00,bearish,2024-01-03
QQQ,2024-01-03 13:15:00-05:00,399.705,399.815,399.61,399.66,177701.0,2211.0,399.714396,13:15:00,bearish,2024-01-03
QQQ,2024-01-03 13:20:00-05:00,399.66,399.66,399.4275,399.456,346474.0,2577.0,399.5016,13:20:00,bearish,2024-01-03
QQQ,2024-01-03 13:25:00-05:00,399.46,399.66,399.3809,399.485,286710.0,2220.0,399.491235,13:25:00,bullish,2024-01-03
QQQ,2024-01-03 13:30:00-05:00,399.48,399.57,399.26,399.26,219848.0,2939.0,399.400395,13:30:00,bearish,2024-01-03
QQQ,2024-01-03 13:35:00-05:00,399.28,399.5,399.0525,399.47,247001.0,2908.0,399.264986,13:35:00,bullish,2024-01-03
QQQ,2024-01-03 13:40:00-05:00,399.48,399.49,399.2,399.24,234866.0,2498.0,399.369565,13:40:00,bearish,2024-01-03
QQQ,2024-01-03 13:45:00-05:00,399.24,399.46,399.21,399.3199,177822.0,2104.0,399.316591,13:45:00,bullish,2024-01-03
QQQ,2024-01-03 13:50:00-05:00,399.3,399.57,399.2001,399.22,194371.0,2299.0,399.394562,13:50:00,bearish,2024-01-03
QQQ,2024-01-03 13:55:00-05:00,399.21,399.4,399.17,399.38,205718.0,2510.0,399.277261,13:55:00,bullish,2024-01-03
QQQ,2024-01-03 14:00:00-05:00,399.37,399.82,398.63,398.64,878797.0,7570.0,399.171308,14:00:00,bearish,2024-01-03
QQQ,2024-01-03 14:05:00-05:00,398.63,399.31,398.08,399.13,987402.0,8723.0,398.751791,14:05:00,bullish,2024-01-03
QQQ,2024-01-03 14:10:00-05:00,399.15,399.54,398.56,398.74,446440.0,4242.0,399.037189,14:10:00,bearish,2024-01-03
QQQ,2024-01-03 14:15:00-05:00,398.75,399.21,398.375,399.0499,384581.0,3739.0,398.783862,14:15:00,bullish,2024-01-03
QQQ,2024-01-03 14:20:00-05:00,399.03,399.19,398.68,399.15,439207.0,4433.0,398.966083,14:20:00,bullish,2024-01-03
QQQ,2024-01-03 14:25:00-05:00,399.15,400.44,399.07,400.18,1065884.0,9296.0,399.965603,14:25:00,bullish,2024-01-03
QQQ,2024-01-03 14:30:00-05:00,400.2,400.425,399.69,399.98,801727.0,7598.0,400.054379,14:30:00,bearish,2024-01-03
QQQ,2024-01-03 14:35:00-05:00,399.98,400.01,399.52,399.85,397254.0,3704.0,399.768147,14:35:00,bearish,2024-01-03
QQQ,2024-01-03 14:40:00-05:00,399.84,400.4106,399.61,400.29,493268.0,4243.0,400.03165,14:40:00,bullish,2024-01-03
QQQ,2024-01-03 14:45:00-05:00,400.29,400.385,399.76,399.79,332928.0,3601.0,400.077755,14:45:00,bearish,2024-01-03
QQQ,2024-01-03 14:50:00-05:00,399.78,399.9,399.59,399.735,317742.0,2719.0,399.737593,14:50:00,bearish,2024-01-03
QQQ,2024-01-03 14:55:00-05:00,399.73,399.8301,399.49,399.53,281310.0,2626.0,399.643246,14:55:00,bearish,2024-01-03
QQQ,2024-01-03 15:00:00-05:00,399.53,399.68,399.145,399.245,625133.0,4070.0,399.369066,15:00:00,bearish,2024-01-03
QQQ,2024-01-03 15:05:00-05:00,399.25,399.28,398.6821,398.915,420868.0,4141.0,398.946454,15:05:00,bearish,2024-01-03
QQQ,2024-01-03 15:10:00-05:00,398.87,399.0899,398.725,398.89,292411.0,3175.0,398.917406,15:10:00,bullish,2024-01-03
QQQ,2024-01-03 15:15:00-05:00,398.91,398.91,398.5799,398.71,279286.0,3127.0,398.749725,15:15:00,bearish,2024-01-03
QQQ,2024-01-03 15:20:00-05:00,398.72,398.99,398.52,398.6,415997.0,3565.0,398.776961,15:20:00,bearish,2024-01-03
QQQ,2024-01-03 15:25:00-05:00,398.6,398.78,398.47,398.78,995077.0,3983.0,398.561277,15:25:00,bullish,2024-01-03
QQQ,2024-01-03 15:30:00-05:00,398.775,399.28,398.71,399.18,381055.0,4379.0,399.042563,15:30:00,bullish,2024-01-03
QQQ,2024-01-03 15:35:00-05:00,399.18,399.2519,398.82,399.04,409593.0,4162.0,399.051529,15:35:00,bearish,2024-01-03
QQQ,2024-01-03 15:40:00-05:00,399.045,399.17,398.46,398.47,362741.0,4304.0,398.810685,15:40:00,bearish,2024-01-03
QQQ,2024-01-03 15:45:00-05:00,398.48,398.7187,398.38,398.46,606679.0,6185.0,398.536223,15:45:00,bearish,2024-01-03
QQQ,2024-01-03 15:50:00-05:00,398.45,398.52,397.89,398.0101,1675066.0,14895.0,398.141963,15:50:00,bearish,2024-01-03
QQQ,2024-01-03 15:55:00-05:00,398.01,398.58,398.01,398.335,1736521.0,12842.0,398.354681,15:55:00,bullish,2024-01-03
QQQ,2024-01-04 09:30:00-05:00,396.45,397.29,396.1928,397.0899,1524072.0,13715.0,396.756147,09:30:00,bullish,2024-01-04
QQQ,2024-01-04 09:35:00-05:00,397.09,397.56,396.89,397.18,919298.0,9404.0,397.209729,09:35:00,bullish,2024-01-04
QQQ,2024-01-04 09:40:00-05:00,397.18,397.29,396.6701,396.99,598217.0,6200.0,396.927824,09:40:00,bearish,2024-01-04
QQQ,2024-01-04 09:45:00-05:00,396.97,397.22,396.38,396.56,734435.0,7367.0,396.766248,09:45:00,bearish,2024-01-04
QQQ,2024-01-04 09:50:00-05:00,396.58,397.33,396.53,397.23,657688.0,6208.0,397.033285,09:50:00,bullish,2024-01-04
QQQ,2024-01-04 09:55:00-05:00,397.24,397.39,396.41,396.61,621346.0,5981.0,396.848096,09:55:00,bearish,2024-01-04
QQQ,2024-01-04 10:00:00-05:00,396.6,397.49,396.26,397.45,1674131.0,8790.0,396.883594,10:00:00,bullish,2024-01-04
QQQ,2024-01-04 10:05:00-05:00,397.46,397.91,397.235,397.89,739283.0,7914.0,397.612668,10:05:00,bullish,2024-01-04
QQQ,2024-01-04 10:10:00-05:00,397.91,398.12,397.54,398.12,996296.0,9502.0,397.832936,10:10:00,bullish,2024-01-04
QQQ,2024-01-04 10:15:00-05:00,398.12,398.3689,397.85,397.96,622197.0,7306.0,398.099218,10:15:00,bearish,2024-01-04
QQQ,2024-01-04 10:20:00-05:00,397.97,398.08,397.59,397.885,510607.0,6076.0,397.847942,10:20:00,bearish,2024-01-04
QQQ,2024-01-04 10:25:00-05:00,397.895,397.935,397.48,397.76,424902.0,5563.0,397.734869,10:25:00,bearish,2024-01-04
QQQ,2024-01-04 10:30:00-05:00,397.75,398.12,397.64,397.9,382156.0,4963.0,397.887005,10:30:00,bullish,2024-01-04
QQQ,2024-01-04 10:35:00-05:00,397.917,398.1,397.75,397.9,526335.0,4114.0,397.895635,10:35:00,bearish,2024-01-04
QQQ,2024-01-04 10:40:00-05:00,397.91,398.18,397.67,398.1201,284316.0,3835.0,397.945891,10:40:00,bullish,2024-01-04
QQQ,2024-01-04 10:45:00-05:00,398.105,398.475,398.01,398.425,263844.0,3195.0,398.214975,10:45:00,bullish,2024-01-04
QQQ,2024-01-04 10:50:00-05:00,398.42,398.59,398.16,398.45,440299.0,3796.0,398.377819,10:50:00,bullish,2024-01-04
QQQ,2024-01-04 10:55:00-05:00,398.43,398.53,398.02,398.175,356724.0,3775.0,398.270986,10:55:00,bearish,2024-01-04
QQQ,2024-01-04 11:00:00-05:00,398.19,398.6,398.19,398.51,290463.0,3026.0,398.42073,11:00:00,bullish,2024-01-04
QQQ,2024-01-04 11:05:00-05:00,398.49,398.68,398.41,398.66,391110.0,2794.0,398.561495,11:05:00,bullish,2024-01-04
QQQ,2024-01-04 11:10:00-05:00,398.6685,399.37,398.65,399.28,729754.0,5442.0,399.026099,11:10:00,bullish,2024-01-04
QQQ,2024-01-04 11:15:00-05:00,399.28,399.575,399.259,399.33,612167.0,5139.0,399.416737,11:15:00,bullish,2024-01-04
QQQ,2024-01-04 11:20:00-05:00,399.32,399.45,399.27,399.3814,492472.0,2870.0,399.369767,11:20:00,bullish,2024-01-04
QQQ,2024-01-04 11:25:00-05:00,399.3615,399.59,399.06,399.15,511111.0,4667.0,399.348731,11:25:00,bearish,2024-01-04
QQQ,2024-01-04 11:30:00-05:00,399.16,399.22,398.68,398.9397,680037.0,6052.0,398.879593,11:30:00,bearish,2024-01-04
QQQ,2024-01-04 11:35:00-05:00,398.915,399.36,398.895,399.0,418574.0,3805.0,399.13001,11:35:00,bullish,2024-01-04
QQQ,2024-01-04 11:40:00-05:00,399.0,399.07,398.77,398.9,207120.0,2478.0,398.92374,11:40:00,bearish,2024-01-04
QQQ,2024-01-04 11:45:00-05:00,398.9,399.01,398.6,398.68,331026.0,3783.0,398.758077,11:45:00,bearish,2024-01-04
QQQ,2024-01-04 11:50:00-05:00,398.69,398.7399,397.94,398.21,564747.0,5448.0,398.23719,11:50:00,bearish,2024-01-04
QQQ,2024-01-04 11:55:00-05:00,398.21,398.35,398.08,398.1501,289499.0,2721.0,398.20821,11:55:00,bearish,2024-01-04
QQQ,2024-01-04 12:00:00-05:00,398.16,398.28,397.72,398.03,638479.0,4190.0,398.040151,12:00:00,bearish,2024-01-04
QQQ,2024-01-04 12:05:00-05:00,398.01,398.1686,397.81,397.8977,208266.0,3007.0,397.949207,12:05:00,bearish,2024-01-04
QQQ,2024-01-04 12:10:00-05:00,397.89,398.27,397.81,398.055,469616.0,3291.0,398.083445,12:10:00,bullish,2024-01-04
QQQ,2024-01-04 12:15:00-05:00,398.06,398.06,397.64,397.88,264467.0,3473.0,397.848394,12:15:00,bearish,2024-01-04
QQQ,2024-01-04 12:20:00-05:00,397.89,398.14,397.865,397.9001,184497.0,2464.0,397.995993,12:20:00,bullish,2024-01-04
QQQ,2024-01-04 12:25:00-05:00,397.93,398.21,397.93,398.17,251572.0,2453.0,398.077478,12:25:00,bullish,2024-01-04
QQQ,2024-01-04 12:30:00-05:00,398.19,398.21,397.74,397.89,210087.0,2931.0,397.942858,12:30:00,bearish,2024-01-04
QQQ,2024-01-04 12:35:00-05:00,397.85,398.17,397.67,398.105,273942.0,2392.0,397.926833,12:35:00,bullish,2024-01-04
QQQ,2024-01-04 12:40:00-05:00,398.07,398.1,397.54,397.6386,237040.0,2602.0,397.861276,12:40:00,bearish,2024-01-04
QQQ,2024-01-04 12:45:00-05:00,397.65,397.66,397.17,397.43,729247.0,4886.0,397.358549,12:45:00,bearish,2024-01-04
QQQ,2024-01-04 12:50:00-05:00,397.44,397.77,397.26,397.75,269807.0,2579.0,397.541444,12:50:00,bullish,2024-01-04
